PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
050498,01-JAN-11,31-DEC-11,Reopened,SUTTER AUBURN FAITH HOSPITAL            ,11815 EDUCATION ROAD                    ,,AUBURN                                  ,CA                                      ,95604-                                  ,PLACER COUNTY                           ,,,,784637,,,.049,,,69,27176,6423,2072,13750,,378.18,,1715,475,4037,,,,,,,
050502,01-JUL-11,30-JUN-12,As Submitted,ST. VINCENT MEDICAL CENTER              ,2131 WEST 3RD STREET                    ,57992                                   ,LOS ANGELES                             ,CA                                      ,90057                                   ,LOS ANGELES                             ,282194,,,18719911,,,.4161,95096,20209,320,117120,23883,5256,41809,4.58,884.17,,4259,938,8570,,,,,4,,454
050503,01-OCT-10,30-SEP-11,Settled,SCRIPPS MEMORIAL HOSPITAL-ENCINITAS     ,354 SANTA FE DRIVE                      ,,ENCINITAS                               ,CA                                      ,92023                                   ,SAN DIEGO                               ,,,,,,,,,,123,44900,12626,3034,37363,,999.56,,2543,618,8919,,,,,39,,704
050506,01-JUN-11,31-MAY-12,Settled,SIERRA VISTA REGIONAL MED CTR           ,1010 MURRAY AVENUE                      ,,SAN LUIS OBISPO                         ,CA                                      ,93405                                   ,SAN LUIS OBISPO                         ,,,,2373129,,,.152,,,164,60024,7227,2651,27618,,472.2,,1604,362,5844,,,,,,,
050510,01-JAN-11,31-DEC-11,Settled,KFH - SAN RAFAEL                        ,99 MONTICELLO ROAD                      ,,SAN RAFAEL                              ,CA                                      ,94063-                                  ,MARIN                                   ,340798,,,,,,,63981,28625,116,42340,1106,37,21479,1.99,560.92,,246,10,5534,,,,,,,
050512,01-JAN-11,31-DEC-11,Settled,KFH - HAYWARD                           ,27400 HESPERIAN BOULEVARD               ,,HAYWARD                                 ,CA                                      ,84545                                   ,ALAMEDA                                 ,594320,,,,,,,125443,49991,319,115934,2266,891,57647,4.62,1499,,491,128,14998,,,,,,,
050515,01-JAN-11,31-DEC-11,Settled,KFH - SAN DIEGO                         ,4647 ZION AVENUE                        ,,SAN DIEGO                               ,CA                                      ,92120                                   ,SAN DIEGO                               ,1441931,,,,,,,106285,44229,392,143080,3464,897,110112,28.06,1864.56,,785,156,27570,,,,,,,
050516,01-JUL-11,30-JUN-12,Reopened,MERCY SAN JUAN MEDICAL CENTER           ,6501 COYLE AVENUE                       ,,CARMICHAEL                              ,CA                                      ,95608                                   ,SACRAMENTO                              ,70931,,,16299636,,,.2537,19007,3780,370,135420,28685,17540,96094,.8,1883.55,,6034,2205,22820,,,,,,,
050517,01-OCT-10,30-SEP-11,Reopened,VICTOR VALLEY COMMUNITY HOSPITAL        ,15248 ELEVENTH STREET                   ,,VICTOR VALLEY                           ,CA                                      ,92392-                                  ,SAN BERNARDINO                          ,,,,2897841,,,.4486,,,101,36865,4216,4362,23475,,466.96,,803,1127,6356,,,,,,,
050523,01-JAN-11,31-DEC-11,Settled,SUTTER DELTA MEDICAL CENTER             ,3901 LONE TREE WAY                      ,,ANTIOCH                                 ,CA                                      ,94509-                                  ,CONTRA COSTA                            ,,,,6075019,,,.2318,,,137,52925,13163,4373,31784,,657.6,,2687,1034,7860,,,,,,,
050526,01-JAN-11,31-DEC-11,Amended,HUNTINGTON BEACH HOSPITAL               ,17772 BEACH BLVD                        ,,HUNTINGTON BEACH                        ,CA                                      ,92647                                   ,ORANGE                                  ,,,,2882217,,,.2349,,,122,44530,6282,2467,12805,,316.59,,1305,71,3090,,,,9,,323,
050528,01-JAN-11,31-DEC-11,As Submitted,MEMORIAL HOSPITAL - LOS BANOS           ,520 WEST I STREET                       ,,LOS BANOS                               ,CA                                      ,93635-                                  ,MERCED                                  ,,,,315006,,,.12,,,46,16790,2227,854,5726,,225.85,,396,498,1557,,,,,,,
050531,01-SEP-11,31-AUG-12,Settled,BELLFLOWER MEDICAL CENTER               ,9542 EAST ARTESIA BLVD.                 ,,BELLFLOWER                              ,CA                                      ,90706-                                  ,LOS ANGELES                             ,,,,3453272,,,.5416,,,144,52704,6289,9510,27579,,357.07,,887,1687,4749,,,,,,,
050534,01-JUN-11,31-MAY-12,Settled,JOHN.F. KENNEDY MEMORIAL HOSP.          ,47-111 MONROE ST.                       ,,INDIO                                   ,CA                                      ,92201                                   ,RIVERSIDE                               ,,,,7337432,,,.4557,,,145,56271,8512,8501,31362,,487.4,,1741,2297,8561,,,,,,,
050537,01-JAN-11,31-DEC-11,Settled w/Audit,SUTTER DAVIS HOSPITAL                   ,2000 SUTTER PLACE                       ,,DAVIS                                   ,CA                                      ,95617-                                  ,YOLO                                    ,172083,,,757768,,,.12,54071,22450,48,17520,4113,2542,11024,2.47,288.36,,672,418,3403,,,,,,,
050541,01-JAN-11,31-DEC-11,Reopened,KFH - REDWOOD CITY                      ,1150 VETERANS BOULEVARD                 ,,REDWOOD CITY                            ,CA                                      ,94063                                   ,SAN MATEO                               ,97991,,,,,,,35373,14357,213,77745,1291,87,32195,1.79,782,,266,15,6950,,,,,,,
050543,01-JAN-11,31-DEC-11,Settled,COLLEGE HOSPITAL COSTA MESA             ,301 VICTORIA STREET                     ,,COSTA MESA                              ,CA                                      ,92627                                   ,ORANGE                                  ,,,,1207058,,,.7909,,,122,44530,3504,24735,36973,,297.23,,321,2066,3315,,,,,,,
050545,01-JUL-11,30-JUN-12,As Submitted,LANTERMAN DEVELOPMENTAL CENTER          ,3530 WEST POMONA BLVD.                  ,,POMONA                                  ,CA                                      ,91769                                   ,LOS ANGELES                             ,,,,,,,,,,11,4015,264,337,601,,23.2,,39,1,40,,,,,,,
050546,01-JUL-11,30-JUN-12,As Submitted,PORTERVILLE DEVELOPMENTAL CENTER        ,26501 AVENUE 140                        ,,PORTERVILLE                             ,CA                                      ,93258                                   ,TULARE COUNTY                           ,,,,,,,,,,44,16060,777,943,1753,,24.9,,74,1,75,,,,,,,
050547,01-JUL-11,30-JUN-12,Settled,SONOMA DEVELOPMENTAL CENTER             ,15000 ARNOLD DRIVE                      ,,ELDRIDGE                                ,CA                                      ,95431                                   ,SONOMA COUNTY                           ,,,,,,,,,,13,4745,635,463,1112,,18,,92,1,100,,,,,,,
050548,01-JUL-11,30-JUN-12,Settled,FAIRVIEW DEVELOPMENTAL CENTER           ,2501 HARBOR BLVD                        ,,COSTA MESA                              ,CA                                      ,92626                                   ,ORANGE COUNTY                           ,,,,,,,,,,30,10950,364,425,1437,,9,,62,1,64,,,,,,,
050549,01-JAN-11,31-DEC-11,Settled,LOS ROBLES HOSPITAL AND MEDICAL CTN.    ,215 WEST JANSS ROAD                     ,1899                                    ,THOUSAND OAKS                           ,CA                                      ,91360                                   ,VENTURA                                 ,,,,,,,,,,207,75555,33796,3935,66552,,1066.95,,5410,616,12948,,,,,4,,210
050551,01-JUN-11,31-MAY-12,Settled,LOS ALAMITOS MEDICAL CTR.               ,3751 KATELLA AVE.                       ,,LOS ALAMITOS                            ,CA                                      ,90720                                   ,ORANGE                                  ,,,,1121423,,,.0493,,,142,51972,13744,3198,39527,,668.82,,2733,588,9582,,,,6,,394,
050552,01-JAN-11,31-DEC-11,Settled,MOTION PICTURE AND TELEVISION FUND      ,233388 MULHOLLAND DRIVE                 ,,WOODLAND HILLS                          ,CA                                      ,91364                                   ,LOS ANGELES                             ,,,,,,,,,,61,22265,672,,957,,582.77,,140,,230,,,,,,,
050557,01-JAN-11,31-DEC-11,Reopened,MEMORIAL HOSPITAL MODESTO               ,1700 COFFEE ROAD                        ,,MODESTO                                 ,CA                                      ,95355-                                  ,STANISLAUS                              ,,,,8162616,,,.1458,,,423,154395,33126,9594,97791,,2391.37,,5810,2031,19731,,,,,,,
050561,01-JAN-11,31-DEC-11,Settled w/Audit,KFH - WEST LOS ANGELES                  ,6041 CADILLAC  AVENUE                   ,,LOS ANGELES                             ,CA                                      ,90034-                                  ,LOS ANGELES                             ,182697,,,,,,,35927,18990,305,111325,2170,202,46902,4.06,1958.98,,454,72,12795,,,,,,,
050567,01-JUL-11,30-JUN-12,Settled,MISSION HOSPITAL REGIONAL MED CENTER    ,27700 MEDICAL CENTER ROAD               ,,MISSION VIEJO                           ,CA                                      ,92691                                   ,ORANGE                                  ,,,,2780815,,,.0524,,,465,169731,28812,5335,88032,,2039.16,,5591,1025,19685,,,,,,1364,440
050568,01-JUL-11,30-JUN-12,As Submitted,MADERA COMMUNITY HOSPITAL               ,1250 EAST ALMOND AVENUE                 ,,MADERA                                  ,CA                                      ,93637                                   ,MADERA                                  ,,,,3567046,,,.4,,,106,38796,7841,9925,25568,,665.65,,1266,3150,4919,,,,,,,
050570,01-JAN-11,31-DEC-11,Settled,FOUNTAIN VALLEY REG MEDICAL CENTER      ,17100 EUCLID AT WARNER                  ,,FOUNTAIN VALLEY                         ,CA                                      ,92708                                   ,ORANGE                                  ,199121,,,21657577,,,.5221,68877,9735,400,146000,25804,10550,91884,2.94,1157.3,,4159,1778,18027,,,,,,,
050573,01-JUL-11,30-JUN-12,Amended,EISENHOWER MEDICAL CENTER               ,39000 BOB HOPE DRIVE                    ,,RANCHO MIRAGE                           ,CA                                      ,92270-3221                              ,RIVERSIDE                               ,,,,,,,,,,344,125904,40779,2541,72200,,2619,,8805,522,17775,,,,,,202,470
050575,01-JAN-11,31-DEC-11,Amended,TRI-CITY REGIONAL MEDICAL CENTER        ,TRI-CITY REGIONAL MEDICAL CENTER        ,21530 S. PIONEER BLV                    ,HAWAIIAN GARDENS                        ,CA                                      ,90716                                   ,LOS ANGELES                             ,,,,4343224,,,.3092,,,107,39055,8305,3293,15329,,278,,1570,436,3323,,,,,,,
050580,01-JAN-11,31-DEC-11,Settled,LA PALMA INTERCOMMUNITY HOSPITAL        ,7901 WALKER STREET                      ,,LA PALMA                                ,CA                                      ,90623                                   ,ORANGE                                  ,,,,3732998,,,.2927,,,131,47823,7225,3069,13395,,283.12,,1479,502,3308,,,,11,,294,
050581,01-JUN-11,31-MAY-12,Reopened,LAKEWOOD REGIONAL MED. CTR.             ,3700 E. SOUTH ST.                       ,,LAKEWOOD                                ,CA                                      ,90712                                   ,LOS ANGELES                             ,421159,,,4464271,,,.2133,96215,21970,156,57194,11601,5509,36891,2.71,568.9,,2311,839,8269,,,,,,,
050586,01-JAN-11,31-DEC-11,Settled,CHINO VALLEY MEDICAL CENTER             ,5451 WALNUT AVENUE                      ,,CHINO                                   ,CA                                      ,91710                                   ,RIVERSIDE                               ,982154,,,4258013,,,.285,408573,39646,116,42340,6184,5022,17651,27.76,445.13,,1790,1034,6444,,,,,,,
050588,01-JAN-11,31-DEC-11,Settled,SAN DIMAS COMMUNITY HOSPITAL            ,1350 WEST COVINA BLVD                   ,,SAN DIMAS                               ,CA                                      ,91773                                   ,LOS ANGELES                             ,,,,675307,,,.0727,,,64,23360,4981,1650,13945,,312.91,,1094,252,4928,,,,,,,
050589,01-JUN-11,31-MAY-12,Settled,PLACENTIA LINDA COMMUNITY HOSPITAL      ,1301 ROSE DR.                           ,,PLACENTIA                               ,CA                                      ,92670                                   ,ORANGE                                  ,,,,,,,,,,114,41724,3503,174,11725,,304,,902,41,3660,,,,,,,
050590,01-JUL-11,30-JUN-12,Reopened,METHODIST HOSPITAL OF SACRAMENTO        ,7500 HOSPITAL DRIVE                     ,,SACRAMENTO                              ,CA                                      ,95823                                   ,SACRAMENTO                              ,997471,,,8883531,,,.4149,308231,71125,162,59292,10065,8706,35286,13.07,1019,,2119,1861,9106,,,,,,,
050597,01-JAN-11,31-DEC-11,Settled,FOOTHILL PRESBTYERIAN HOSPITAL          ,250 SOUTH GRAND AVENUE                  ,,GLENDORA                                ,CA                                      ,91740                                   ,LOS ANGELES                             ,,,,1335077,,,.1269,,,105,38325,6657,2567,21784,,432.86,,1235,556,5533,,,,,,,
050599,01-JUL-11,30-JUN-12,As Submitted,UC DAVIS MEDICAL CENTER                 ,2315 STOCKTON BLVD                      ,,SACRAMENTO                              ,CA                                      ,95817                                   ,SACRAMENTO                              ,35991178,,,30742858,,,.3311,6893639,2871193,562,202320,45031,38591,165587,481.52,6998.54,,7550,6437,29478,,,,,60,,280
050603,01-JUL-11,30-JUN-12,Settled,SADDLEBACK MEMORIAL MEDICAL CENTER      ,24451 HEALTH CENTER DRIVE               ,,LAGUNA HILLS                            ,CA                                      ,92653-                                  ,ORANGE                                  ,130748,,,,,,,18665,4643,313,114558,19622,2116,71687,1,1732.49,,4289,166,16059,,,,,,,
050604,01-JAN-11,31-DEC-11,Settled,KFH - SAN JOSE                          ,250 HOSPITAL PARKWAY                    ,,SAN JOSE                                ,CA                                      ,95119                                   ,SANTA CLARA                             ,174623,,,,,,,28687,10214,242,88330,2704,301,47558,1.18,1134,,539,86,11703,,,,,,,
050608,01-JAN-11,31-DEC-11,Settled,DELANO REGIONAL MED. CTR.               ,1410 GARCES HIGHWAY                     ,,DELANO                                  ,CA                                      ,93216-0460                              ,KERN                                    ,,,,3518230,,,.5319,,,111,38489,4940,4315,14965,,408.22,,828,656,2449,,,,,,,
050609,01-JAN-11,31-DEC-11,Settled,KFH - ANAHEIM                           ,441 NO LAKEVIEW AVENUE                  ,,ANAHEIM                                 ,CA                                      ,92807-                                  ,LOS ANGELES                             ,2262577,,,,,,,204810,74826,326,118990,2148,212,85757,38.13,1844.09,,404,45,21683,,,,,,,
050616,01-JUL-11,30-JUN-12,Settled,ST. JOHNS PLEASANT VALLEY HOSPITAL      ,2309 ANTONIO AVENUE                     ,,CAMARILLO                               ,CA                                      ,93010                                   ,VENTURA                                 ,,,,,,,,,,81,29646,9111,294,14626,,345.25,,1865,52,3554,,,,,,,
050618,01-JUL-11,30-JUN-12,Reopened,BEAR VALLEY COMMUNITY HOSPITAL          ,41870 GARSTIN DR.                       ,,BIG BEAR                                ,CA                                      ,92315-                                  ,SAN BERNARDINO                          ,,,,37073,,,.0807,,,9,3294,256,85,747,,123.55,,79,30,254,,,,,,,
050624,01-OCT-10,30-SEP-11,Settled,HENRY MAYO NEWHALL MEMORIAL HOSPITAL    ,23845 MCBEAN PARKWAY                    ,,VALENCIA                                ,CA                                      ,91355-                                  ,LOS ANGELES                             ,,,,2076954,,,.0841,,,185,67525,19029,5460,50737,,988.63,,2711,1389,10682,,,,295,6,1078,242
050625,01-JUL-11,30-JUN-12,Amended,CEDARS-SINAI MEDICAL CENTER             ,8700 BEVERLY BLVD.                      ,,LOS ANGELES                             ,CA                                      ,90048                                   ,LOS ANGELES                             ,31612158,,,31986401,,,.1572,8298729,2124610,867,314362,106660,21115,255160,281.04,10397.42,,18186,3768,54117,,,,55,6,504,769
050633,01-JUN-11,31-MAY-12,Settled,TWIN CITIES COMMUNITY HOSPITAL          ,1100 LAS TABLAS RD                      ,,TEMPLETON                               ,CA                                      ,93465                                   ,SAN LUIS OBISPO                         ,,,,1911647,,,.1079,,,122,44652,11087,1826,23134,,348.9,,2472,284,5715,,,,,,,
050636,01-JUL-11,30-JUN-12,Settled,POMERADO HOSPITAL                       ,15615 POMERADO ROAD                     ,,SAN DIEGO                               ,CA                                      ,92064-                                  ,SAN DIEGO                               ,,,,1928010,,,.12,,,95,34770,7192,2587,19966,,649.85,,1759,490,6076,,,,,,245,
050641,01-JAN-11,31-DEC-11,Settled,EAST LOS ANGELES DOCTORS HOSPITAL       ,4060 EAST WHITTIER BOULEVARD            ,,LOS ANGELES                             ,CA                                      ,90023                                   ,LOS ANGELES                             ,,,,4866769,,,.6835,,,102,37230,5219,7686,21750,,352.33,,787,1322,4368,,,,,,,
050644,01-SEP-11,31-AUG-12,Settled,LOS ANGELES METROPOLITAN MEDICAL CTR    ,2231 S WESTERN AVE                      ,,LOS ANGELES                             ,CA                                      ,90018-                                  ,LOS ANGELES                             ,,,,5016835,,,.5773,,,157,57462,9382,13857,28463,,405.37,,1260,2197,4505,,,,30,,1032,
050660,01-OCT-10,30-SEP-11,Settled w/Audit,USC NORRIS CANCER HOSPITAL              ,1441 EASTLAKE AVE                       ,,LOS ANGELES                             ,CA                                      ,90033-                                  ,LOS ANGELES                             ,,,,,,,,,300779,60,21900,1,,2,4.63,229.58,,1,,2,,,,,,,
050663,01-JAN-11,31-DEC-11,Settled w/Audit,LOS ANGELES COMMUNITY HOSPITAL          ,4081 OLYMPIC BLVD                       ,,LOS ANGELES                             ,CA                                      ,90023                                   ,LOS ANGELES                             ,,,,12526462,,,.5663,,,141,51465,15464,19487,42985,,573,,2720,3340,8156,,,,,,,
050668,01-JUL-11,30-JUN-12,Settled,LAGUNA HONDA HOSPITAL                   ,375 LAGUNA HONDA BLVD                   ,,SAN FRANCISCO                           ,CA                                      ,94116-                                  ,SAN FRANCISCO                           ,,,,71967,,,.12,,,8,2928,457,540,1001,,572.92,,83,,149,,,,,,,44
050674,01-JAN-11,31-DEC-11,Reopened,KFH - SOUTH SACRAMENTO                  ,6600 BRUCEVILLE ROAD                    ,,SACRAMENTO                              ,CA                                      ,95823                                   ,SACRAMENTO                              ,2410532,,,,,,,394546,177456,217,64085,2775,1167,44410,22.56,1109.06,,635,276,12794,,,,,,,
050677,01-JAN-11,31-DEC-11,Reopened,KFH - WOODLAND HILLS                    ,5601 DE SOTO AVE                        ,,WOODLAND HILLS                          ,CA                                      ,91367-                                  ,LOS ANGELES                             ,1636209,,,,,,,380625,231305,262,95630,1175,265,49453,17.77,940.15,,239,38,11790,,,,,,,
050678,01-JUL-11,30-JUN-12,Settled,ORANGE COAST MEMORIAL MEDICAL CENTER    ,9920 TALBERT AVENUE                     ,,FOUNTAIN VALLEY                         ,CA                                      ,92708-                                  ,ORANGE                                  ,,,,3110243,,,.1639,,,218,79788,10148,912,49270,,1039.73,,2167,215,12878,,,,,,,
050684,30-NOV-10,31-DEC-11,Settled,MENIFEE VALLEY MEDICAL CENTER           ,28400 MC CALL BLVD                      ,,SUN CITY                                ,CA                                      ,92381                                   ,RIVERSIDE                               ,,,,681861,,,.0651,,,84,30660,6163,1111,15806,,276.7,,1396,164,3982,,,,,,,
050686,01-JAN-11,31-DEC-11,Reopened,KFH - RIVERSIDE                         ,10800 MAGNOLIA AVE                      ,,RIVERSIDE                               ,CA                                      ,92505-                                  ,RIVERSIDE                               ,1565385,,,,,,,247930,141666,222,81896,1702,237,56007,15.53,1213.81,,365,47,14293,,,,,,,
050688,01-JUL-11,30-JUN-12,Settled,ST LOUISE REGIONAL HOSPITAL             ,9400 NO NAME UNO                        ,,GILROY                                  ,CA                                      ,95020-                                  ,SANTA CLARA                             ,,,,1587906,,,.12,,,72,26352,6036,2081,14210,,365,,1193,483,3347,,,,,,,
050689,01-JUN-11,31-MAY-12,Settled,SAN RAMON REG. MEDICAL CENTER           ,6001 NORRIS CANYON RD                   ,,SAN RAMON                               ,CA                                      ,94583                                   ,CONTRA COSTA                            ,,,,,,,,,,123,45018,7055,447,19635,,436,,1465,81,4634,,,,,,,
050690,01-JAN-11,31-DEC-11,Reopened,KFH - SANTA ROSA                        ,401 BICENTENNIAL WAY                    ,,SANTA ROSA                              ,CA                                      ,95403-                                  ,SONOMA                                  ,297838,,,,,,,58519,25394,173,63145,1251,198,32106,3.36,804.15,,267,72,8901,,,,,,,
050696,01-OCT-10,30-SEP-11,Settled w/Audit,KECK HOSPITAL OF USC                    ,1500 SAN PABLO STREET                   ,,LOS ANGELES                             ,CA                                      ,90033-                                  ,LOS ANGELES                             ,8059859,,,7936749,,,.1494,2673140,512105,313,114370,29608,8455,75063,98.55,1737.92,,3536,890,10009,,,,2,,210,
050697,01-JAN-11,31-DEC-11,Settled,PATIENTS HOSPITAL OF REDDING            ,2900 EUREKA WAY                         ,,REDDING                                 ,CA                                      ,96001                                   ,SHASTA                                  ,,,,,,,,,,10,3650,141,,544,,50.46,,67,,256,,,,,,,
050698,01-JUL-11,30-JUN-12,Settled,SAN DIEGO HOSPICE ACUTE CARE CTR        ,4311 THIRD AVENUE                       ,,SAN DIEGO                               ,CA                                      ,92103                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050701,01-JAN-11,31-DEC-11,Settled,SOUTHWEST HEALTHCARE SYSTEM             ,36485 INLAND VALLEY DRIVE               ,,WILDOMAR                                ,CA                                      ,92595-                                  ,RIVERSIDE                               ,,,,4630401,,,.1626,,,246,89912,16538,15031,69055,,1546.16,,3496,3008,17526,,,,,,,
050704,01-JUL-11,30-JUN-12,Settled,MISSION COMMUNITY HOSPITAL              ,14850 ROSCOE BOULEVARD                  ,,PANORAMA CITY                           ,CA                                      ,91402                                   ,LOS ANGELES                             ,,,,11901697,,,.5209,,,145,53070,14875,14372,36149,,473.77,,2749,2622,7118,,,,,,,
050708,01-JAN-11,31-DEC-11,Settled,FRESNO SURGICAL HOSPITAL                ,6125 NORTH FRESNO STREET                ,,FRESNO                                  ,CA                                      ,96710                                   ,FRESNO                                  ,,,,,,,,,,31,11315,1312,,3715,,163.3,,652,,2065,,,,,,,
050709,01-JAN-11,31-DEC-11,Settled,DESERT VALLEY HOSPITAL  INC.            ,16850 BEAR VALLEY ROAD                  ,,VICTORVILLE                             ,CA                                      ,92395                                   ,SAN BERNANDINO COUNTY  CA               ,,,,2419090,,,.12,,,83,30305,8460,4101,24808,,548.85,,2279,1190,7665,,,,,,,
050710,01-JAN-11,31-DEC-11,Reopened,KFH - FRESNO                            ,7300 NORTH FRESNO                       ,,FRESNO                                  ,CA                                      ,93720-                                  ,FRESNO                                  ,56915,,,,,,,21182,6838,169,61685,985,67,30103,.74,733.07,,185,13,7588,,,,,,,
050714,01-JAN-11,31-DEC-11,Settled,SUTTER MATERNITY & SURGERY CENTER       ,2900 CHANTICLEER AVENUE                 ,,SANTA CRUZ                              ,CA                                      ,95065-                                  ,SANTA CRUZ                              ,,,,187014,,,.12,,,30,10950,422,521,6097,,124.36,,122,101,1630,,,,,,,
050717,01-JUL-11,30-JUN-12,Amended,RANCHO LOS AMIGOS NATL.REHAB.CTR.       ,7601 E. IMPERIAL HIGHWAY                ,,DOWNEY                                  ,CA                                      ,90242-3496                              ,LOS ANGELES                             ,76885,,,1333328,,,.6644,85842,42904,164,60024,2471,18756,35282,10.44,1193.91,30.89,245,561,2266,,,,,685,,1580
050723,01-JAN-11,31-DEC-11,Reopened,KFH - BALDWIN PARK                      ,1011 BALDWIN PARK BLVD                  ,,BALDWIN PARK                            ,CA                                      ,91706-                                  ,LOS ANGELES                             ,62656,,,,,,,7387,3640,254,90982,1326,289,49731,2.58,1031.09,,342,95,14650,,,,,,,
050724,01-OCT-10,30-SEP-11,Settled w/Audit,HEART HOSPITAL OF BAKERSFIELD           ,3001 SILLECT AVENUE                     ,,BAKERSFIELD                             ,CA                                      ,93308                                   ,KERN                                    ,,,,2114769,,,.0927,,,47,17155,10010,1196,15951,,298.47,,2242,246,3983,,,,,,,
050726,01-JAN-11,31-DEC-11,Settled,STANISLAUS SURGICAL HOSPITAL            ,1421 OAKDALE ROAD                       ,,MODESTO                                 ,CA                                      ,95355                                   ,STANISLAUS                              ,,,,,,,,,,23,8395,808,,2008,,161.14,,293,,835,,,,,,,
050727,29-APR-11,30-JUN-11,Settled,COMMUNITY HOSPITAL LONG BEACH           ,1720 TERMINO AVENUE                     ,,LONG BEACH                              ,CA                                      ,90804                                   ,LOS ANGELES                             ,,,,90454,,,.0802,,,130,8190,647,83,1586,,60.7,,157,23,459,,,,78,,224,
050727,01-JUL-11,30-JUN-12,Settled,COMMUNITY HOSPITAL LONG BEACH           ,1720 TERMINO AVENUE                     ,,LONG BEACH                              ,CA                                      ,90804                                   ,LOS ANGELES                             ,,,,956510,,,.1318,,,130,47580,4595,534,9867,,346.94,,863,120,2624,,,,321,,1437,
050732,01-SEP-11,31-AUG-12,Settled,FRESNO HEART AND SURGICAL HOSPITAL      ,15 EAST AUDUBON DRIVE                   ,,FRESNO                                  ,CA                                      ,93720-                                  ,FRESNO                                  ,,,,,,,,,,57,20862,4499,27,11031,,332.67,,1049,8,3163,,,,,,,
050735,01-JUL-11,30-JUN-12,Settled,WHITTIER HOSPITAL MEDICAL CENTER        ,15151 JANINE DRIVE                      ,,WHITTIER                                ,CA                                      ,90605                                   ,LOS ANGELES                             ,,,,5101230,,,.4596,,,156,57096,6112,8244,30367,,534.18,,1334,1156,7564,,,,,,,
050736,01-JUL-11,30-JUN-12,Settled,MONTEREY PARK HOSPITAL                  ,900 S. ATLANTIC BLVD                    ,,MONTEREY PARK                           ,CA                                      ,91754-                                  ,LOS ANGELES                             ,,,,4275496,,,.7217,,,101,36966,3746,7547,20484,,291.72,,770,1439,5099,,,,,,,
050737,01-JUL-11,30-JUN-12,Settled,GARFIELD MEDICAL CENTER                 ,525 N GARFIELD AVE.                     ,,MONTEREY PARK                           ,CA                                      ,91754                                   ,LOS ANGELES                             ,,,,22309698,,,.7271,,,182,66612,19120,14602,58287,,958.57,,3098,2485,11950,,,,,25,,543
050738,01-JUL-11,30-JUN-12,Settled,GREATER EL MONTE COMMUNITY HOSPITAL     ,1701 SANTA ANITA AVE                    ,,SOUTH EL MONTE                          ,CA                                      ,91733                                   ,LOS ANGELES                             ,,,,4399679,,,.7689,,,104,38064,3448,3433,13661,,265.78,,631,522,3624,,,,,,,
050739,01-JAN-11,31-DEC-11,Amended,CENTINELA HOSPITAL                      ,555 E HARDY STREET                      ,,INGLEWOOD                               ,CA                                      ,90301                                   ,LOS ANGELES                             ,,,,30368007,,,.4326,,,369,134685,31678,28364,73887,,1231.4,,6864,3735,18101,,,,,,,
050740,01-JAN-11,31-DEC-11,Amended,MARINA DEL REY HOSPITAL                 ,4650 LINCOLN BLVD                       ,,MARINA DEL REY                          ,CA                                      ,90292                                   ,LOS ANGELES                             ,,,,,,,,,,90,32850,6772,547,16510,,402.74,,1581,109,4439,,,,,,,
050742,01-JAN-11,31-DEC-11,Settled,OLYMPIA MEDICAL CENTER                  ,5900 W. OLYMPIC BLVD.                   ,,LOS ANGELES                             ,CA                                      ,90036                                   ,LOS ANGELES                             ,,,,6631036,,,.1828,,,204,74460,22373,841,33815,,646.86,,3584,121,6946,,,,,,,
050744,01-APR-11,31-MAR-12,Settled,WESTERN MEDICAL CENTER ANAHEIM          ,1025   SOUTH ANAHEIM BOULEVARD          ,,ANAHEIM                                 ,CA                                      ,92805-5806                              ,ORANGE                                  ,,,,2652756,,,.5327,,,108,39528,2008,9941,22209,,413.5,,361,1661,3911,,,,719,,2879,
050745,01-APR-11,31-MAR-12,Settled,CHAPMAN  MEDICAL CENTER                 ,2601 EAST CHAPMAN AVENUE                ,,ORANGE                                  ,CA                                      ,92869-3206                              ,ORANGE                                  ,,,,343604,,,.0949,,,75,27450,1752,180,8977,,321.8,,372,46,1698,,,,3,,267,
