PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
140080,01-JUL-10,30-JUN-11,Settled,SAINT FRANCIS HOSPITAL                  ,355 RIDGE AVENUE                        ,,EVANSTON                                ,IL                                      ,60202                                   ,COOK                                    ,6048849,,,5148739,,,.1651,3741633,1022181,256,93407,20716,10614,42042,92.26,916.89,,3754,1789,8449,,,,,,,
140082,01-JUN-10,31-MAY-11,Settled,LOUIS A. WEISS MEMORIAL HOSPITAL        ,4646 NORTH MARINE DRIVE                 ,,CHICAGO                                 ,IL                                      ,60640                                   ,COOK                                    ,6070460,,,6532734,,,.215,3093109,903218,164,59860,19539,9335,35945,72.37,894.85,,3616,1895,7232,,,,36,57,339,371
140083,01-JUL-10,30-JUN-11,Settled,LORETTO HOSPITAL                        ,645 SOUTH CENTRAL AVENUE                ,,CHICAGO                                 ,IL                                      ,60646                                   ,COOK                                    ,127990,,,6294454,,,.4763,91897,11556,187,68255,15586,19295,39932,2,533.64,,2339,3354,6502,,,,,,,
140088,01-JUL-10,30-JUN-11,Settled,UNIVERSITY OF CHICAGO HOSPITALS         ,5841 SOUTH MARYLAND AVENUE              ,,CHICAGO                                 ,IL                                      ,60637                                   ,COOK                                    ,29170280,,,20275148,,,.2737,7183986,4098940,571,208415,39895,48060,140216,550.74,5651.3,,6329,7280,22006,,,,,,,
140089,01-JUL-10,30-JUN-11,Settled,MCDONOUGH DISTRICT HOSPITAL             ,525 E. GRANT                            ,,MACOMB                                  ,IL                                      ,61455-                                  ,MCDONOUGH                               ,,,,280155,,,.0534,,,78,28470,3872,1133,7329,,445.1,,976,271,1924,,,,,,,
140095,01-JUL-10,30-JUN-11,Settled,ST ANTHONY HOSPTAL                      ,2875 W. 19TH STREET                     ,,CHICAGO                                 ,IL                                      ,60623                                   ,COOK                                    ,94064,,,4388348,,,.4656,70881,20580,109,39785,8092,12423,24142,1.78,713.08,,1294,4372,7826,,,,659,,1015,
140100,01-JUL-10,30-JUN-11,Settled,MIDWESTERN REGIONAL MEDICAL CENTER      ,2501 EMMAUS AVENUE                      ,,ZION                                    ,IL                                      ,60099                                   ,LAKE                                    ,,,,,,,,,,69,25185,1766,33,12916,,894,,213,8,11669,,,,,,,
140110,01-MAY-10,30-APR-11,Settled,OTTAWA REGIONAL HOSPITAL & HEALTHCAR    ,1100 EAST NORRIS DRIVE                  ,,OTTAWA                                  ,IL                                      ,61350                                   ,LASALLE                                 ,,,,838158,,,.1155,,,73,26645,4049,2070,8694,,499.69,,1189,540,2691,,,,317,,1002,
140115,01-JUL-10,30-JUN-11,Settled,THOREK MEMORIAL HOSPITAL                ,850 WEST IRVING PARK ROAD               ,,CHICAGO                                 ,IL                                      ,60613                                   ,COOK                                    ,,,,5171787,,,.455,,,147,53655,9447,12137,26194,,348.56,,1878,3194,6266,,,,,,,
140116,01-JUL-10,30-JUN-11,Reopened,NORTHERN ILLINOIS MEDICAL CENTER        ,4201 MEDICAL CENTER DRIVE               ,,MCHENRY                                 ,IL                                      ,60050-                                  ,MCHENRY                                 ,,,,,,,,,,157,57305,22047,4539,41901,,1078.53,,4582,1137,10089,,,,,11,,295
140117,01-JUL-10,30-JUN-11,Settled,RESURRECTION MEDICAL CENTER             ,7435 WEST TALCOTT                       ,,CHICAGO                                 ,IL                                      ,60631                                   ,COOK                                    ,7238522,,,,,,,3600762,747653,337,123005,37565,6835,59876,67.94,1437.87,,7220,1382,12487,,,,,,,1163
140119,01-JUL-10,30-JUN-11,Settled,RUSH UNIVERSITY MEDICAL CENTER          ,1653 W. CONGRESS PARKWAY                ,,CHICAGO                                 ,IL                                      ,60612                                   ,COOK                                    ,35887058,,,20604443,,,.2258,10866492,3710540,550,200750,46097,39037,143475,490.64,7206.09,,9197,5986,27568,,,,556,113,1601,1090
140120,01-MAY-10,30-APR-11,Settled,PEKIN MEMORIAL HOSPITAL                 ,600 SOUTH 13TH STREET                   ,,PEKIN                                   ,IL                                      ,61554-                                  ,TAZWELL                                 ,,,,604602,,,.0605,,,98,35770,7405,2230,14656,,530.91,,1613,703,3600,,,,,,,
140130,01-SEP-10,31-AUG-11,Reopened,NORTHWESTERN LAKE FOREST HOSPITAL       ,660 WESTMORELAND ROAD                   ,,LAKE FOREST                             ,IL                                      ,60045                                   ,LAKE                                    ,,,,,,,,,,117,42705,11911,1548,32001,,1224.39,,2926,309,8641,,,,,,,
140133,01-JUL-10,30-JUN-11,Settled,HOLY CROSS HOSPITAL                     ,2701 WEST 68TH STREET                   ,,CHICAGO                                 ,IL                                      ,60629                                   ,COOK                                    ,,,,8081726,,,.3218,,,229,83585,17385,13128,38614,,761,,3627,3849,9359,,,,,84,,450
140145,01-JUL-10,30-JUN-11,Reopened,ST. JOSEPHS HOSPITAL                    ,9515 HOLY CROSS LANE                    ,,BREESE                                  ,IL                                      ,62230                                   ,CILNTON                                 ,,,,285553,,,.0633,,,57,20805,2723,1038,5997,,294.06,,762,247,1655,,,,,,,
140150,01-JUL-10,30-JUN-11,Settled,BOARD OF TRUSTEES OF THE UNIVERSITY     ,1740 W TAYLOR ST                        ,,CHICAGO                                 ,IL                                      ,60612                                   ,COOK                                    ,16397058,,,14090068,,,.4131,6445568,2858350,421,153665,23501,39131,99794,435.29,3863.79,,3743,6849,18424,,,,549,103,1123,344
140151,01-JUL-10,30-JUN-11,Settled,SACRED HEART HOSPITAL                   ,3240 W. FRANKLIN BLVD                   ,,CHICAGO                                 ,IL                                      ,60624                                   ,COOK                                    ,183988,,,4274189,,,.5339,135523,49350,119,43435,6480,7832,14809,5.78,229.57,,1418,2671,4330,,,,,,,
140158,01-JUL-10,30-JUN-11,Settled,MERCY HOSPITAL & MEDICAL CENTER         ,2525 SOUTH MICHIGAN AVENUE              ,,CHICAGO                                 ,IL                                      ,60616-2477                              ,COOK                                    ,9049591,,,14071677,,,.3403,3060359,993274,245,89425,25431,22274,62783,70.23,1440.07,,5423,5840,15193,,,,734,20,1297,201
140166,01-JUL-10,30-JUN-11,Settled,ST. MARYS HOSPITAL                      ,1800 EAST LAKE SHORE DRIVE              ,,DECATUR                                 ,IL                                      ,62521                                   ,MACON                                   ,75570,,,3948741,,,.1877,49331,16258,182,66430,13684,9037,30486,1.53,803.62,,2994,1336,6619,,,,,31,,348
140176,01-JUL-10,30-JUN-11,Settled,MEMORIAL MEDICAL CENTER                 ,ROUTE 14 AND DOTY ROAD                  ,,WOODSTOCK                               ,IL                                      ,60098-                                  ,MCHENRY                                 ,,,,1269628,,,.0647,,,84,30660,12206,3699,24508,,752.83,,2789,978,6459,,,,205,,1157,
140179,01-JUL-10,30-JUN-11,Settled,LITTLE COMPANY OF MARY                  ,2800 WEST 95TH STREET                   ,,EVERGREEN PARK                          ,IL                                      ,60642                                   ,COOK                                    ,433558,,,3112110,,,.0639,261317,66123,274,100010,34511,8430,60912,5.41,1368.97,,6312,2167,12959,,,,,,686,
140180,01-JUL-10,30-JUN-11,Settled,SAINTS MARY AND ELIZABETH MED CTR       ,2233 WEST DIVISION STREET               ,,CHICAGO                                 ,IL                                      ,60622                                   ,COOK                                    ,2085817,,,21504451,,,.4903,1312014,235453,452,164980,40034,62490,125756,35.54,1789.29,,6285,13574,24395,,,,,81,,285
140184,01-MAY-10,30-APR-11,Settled,MARION MEMORIAL HOSPITAL                ,917 WEST MAIN ST                        ,,MARION                                  ,IL                                      ,62959                                   ,WILLIAMSON                              ,,,,2435304,,,.1615,,,92,33580,9832,5192,20452,,420.53,,2333,1411,5259,,,,,,,
140187,01-JUL-10,30-JUN-11,Settled,ST. ELIZABETH HOSPITAL                  ,211 S 3RD STREET                        ,,BELLEVILLE                              ,IL                                      ,62220-                                  ,ST. CLAIR                               ,697991,,,2647718,,,.0876,499273,110378,230,83950,19267,6353,44546,14.38,1169.74,,4031,1426,10990,,,,,33,,489
140189,01-JUL-10,30-JUN-11,Settled,SARAH BUSH LINCOLN HEALTH CENTER        ,1000 HEALTH CENTER DRIVE                ,372                                     ,MATTOON                                 ,IL                                      ,61920-                                  ,COLES                                   ,,,,711788,,,.0445,,,99,36135,12512,3877,22163,,1260.46,,2839,1165,5963,,,,319,,918,
140200,01-JUL-10,30-JUN-11,Settled,ELMHURST MEMORIAL HOSPITAL              ,200 BERTEAU AVENUE                      ,,ELMHURST                                ,IL                                      ,60126                                   ,DUPAGE                                  ,,,,,,,,,,284,102930,32231,4901,57335,,2124.5,,6308,1441,14059,,,,175,,793,
140210,01-JUL-10,30-JUN-11,Settled,HARRISBURG MEDICAL CENTER  INC.         ,100 DR WARREN TUTTLE DRIVE              ,,HARRISBURG                              ,IL                                      ,62946                                   ,SALINE                                  ,,,,292386,,,.05,,,48,17520,4934,810,6650,,333.1,,1231,265,1867,,,,351,,1020,
140211,01-SEP-10,30-JUN-11,Settled,DELNOR-COMMUNITY HOSPITAL               ,300 RANDALL ROAD                        ,,GENEVA                                  ,IL                                      ,60134-                                  ,KANE                                    ,,,,,,,,,,159,48177,15550,1677,25625,,1044.44,,3614,443,7170,,,,,,,
140224,01-JUL-10,30-JUN-11,Reopened,SAINT JOSEPH HOSPITAL                   ,2900 NORTH LAKE SHORE DRIVE             ,,CHICAGO                                 ,IL                                      ,60657                                   ,COOK                                    ,7020717,,,2859557,,,.0979,5439036,1063161,255,93075,18937,8405,50353,118.39,296.15,,3788,1649,10033,,,,474,27,1398,387
140228,01-JUN-10,31-MAY-11,Settled w/Audit,SWEDISHAMERICAN HOSPITAL                ,1401 EAST STATE ST.                     ,,ROCKFORD                                ,IL                                      ,61104                                   ,WINNEBAGO                               ,1148401,,,7153960,,,.1608,378679,158762,301,109787,31661,20278,78310,19.04,2060.07,,5973,6194,19153,,,,127,,583,
140231,01-JUL-10,30-JUN-11,Settled,EDWARD HOSPITAL                         ,801 SOUTH WASHINGTON                    ,,NAPERVILLE                              ,IL                                      ,60566-7060                              ,DUPAGE                                  ,,,,,,,,,,298,108770,32796,5462,84972,,2178.41,,7324,1166,20135,,,,,,,
140234,01-JUL-10,30-JUN-11,Settled,ILLINOIS VALLEY COMMUNITY HOSP          ,925 WEST STREET                         ,,PERU                                    ,IL                                      ,61354-                                  ,LASALLE                                 ,,,,357828,,,.0455,,,71,25915,6152,1368,10200,,415.75,,1480,283,2609,,,,,,,
140240,01-AUG-10,30-JUN-11,Reopened,WESTLAKE COMMUNITY HOSPITAL             ,1225 SUPERIOR STREET                    ,,MELROSE PARK                            ,IL                                      ,60160                                   ,COOK                                    ,1894479,,,2919864,,,.2333,1311695,262103,118,39412,8125,7873,22920,34.88,604.08,,1497,2903,5073,,,,,,849,195
140242,01-JUL-10,30-JUN-11,Settled,CENTRAL DUPAGE HOSPITAL                 ,0 NORTH 025 WINFIELD ROAD               ,,WINFIELD                                ,IL                                      ,60190                                   ,DUPAGE                                  ,,,,2328419,,,.0383,,,311,113515,29875,11573,89136,,2622.51,,7112,2618,21598,,,,95,,738,
140251,01-JUL-10,30-JUN-11,Settled,OUR LADY OF THE RESURRECTION            ,5645 WEST ADDISON STREET                ,,CHICAGO                                 ,IL                                      ,60634                                   ,COOK                                    ,341213,,,4460256,,,.1387,192610,36179,193,70445,20438,7120,35446,2.91,703.12,,4117,1573,7521,,,,,,,
140275,01-JUL-10,30-JUN-11,Settled,ILLINI HOSPITAL                         ,801 HOSPITAL ROAD                       ,,SILVIS                                  ,IL                                      ,61282-                                  ,ROCK ISLAND                             ,,,,1805274,,,.1284,,,149,54385,7519,3296,15726,,557.19,,2082,1146,4585,,,,,,,
140276,01-JUL-10,30-JUN-11,Settled,LOYOLA UNIVERSITY MEDICAL CENTER        ,2160 SOUTH FIRST AVENUE                 ,,MAYWOOD                                 ,IL                                      ,60153                                   ,COOK                                    ,26061752,,,12481794,,,.1539,7552625,4401931,507,185055,40932,30876,113585,371.99,371.99,,7862,5378,24151,,,,,82,,752
140281,01-SEP-10,31-AUG-11,Settled,NORTHWESTERN MEMORIAL HOSPITAL          ,251E HURON                              ,,CHICAGO                                 ,IL                                      ,60611                                   ,COOK                                    ,24682757,,,11994322,,,.0925,7157006,1946735,831,301371,74136,40346,257479,470,5751.59,,13585,8804,50495,,,,448,,1365,
140286,01-MAY-10,30-APR-11,Settled,KISHWAUKEE COMMUNITY HOSPITAL           ,ONE KISH HOSPITAL DRIVE                 ,,DEKALB                                  ,IL                                      ,60115-                                  ,DEKALB                                  ,,,,854050,,,.0454,,,94,34310,12290,2226,22139,,693.03,,2808,872,6043,,,,,,,
141300,01-SEP-10,31-AUG-11,Settled,THOMAS H BOYD CRITICAL ACC HOSPITAL     ,800 SCHOOL STREET                       ,,CARROLLTON                              ,IL                                      ,62016                                   ,GREENE                                  ,,,,,,,,,,25,9125,1381,33,2482,,158,,271,19,361,,,,,,,
141301,01-JUL-10,30-JUN-11,Settled,KIRBY HOSPITAL                          ,1111 N. STATE STREET                    ,,MONTICELLO                              ,IL                                      ,61856                                   ,PIATT                                   ,,,,,,,,,,16,5840,778,,1199,,136.21,,120,,286,,,,,,,
141303,01-MAY-10,30-APR-11,Settled,DR JOHN WARNER HOSPITAL                 ,422 WEST WHITE STREET                   ,,CLINTON                                 ,IL                                      ,61727                                   ,DEWITT                                  ,,,,,,,,,,23,8395,740,50,1012,,134.02,,200,24,305,,,,,,,
141304,01-JUL-10,30-JUN-11,Settled,MERCER COUNTY HOSPITAL                  ,409 N.W. NINTH AVENUE                   ,,ALEDO                                   ,IL                                      ,61231-                                  ,MERCER                                  ,,,,,,,,,,22,8030,1238,41,1481,,93.04,,168,14,243,,,,,,,
141305,01-JUL-10,30-JUN-11,Settled,MEMORIAL HOSPITAL ASSOCIATION           ,SOUTH ADAMS STREET                      ,160                                     ,CARTHAGE                                ,IL                                      ,62321-                                  ,HANCOCK                                 ,,,,,,,,,,18,6885,1649,509,2783,,145.04,,299,135,611,,,,,,,
141306,01-JUL-10,30-JUN-11,Settled,COMMUNITY MEMORIAL HOSPITAL             ,400 CALDWELL STREET                     ,,STAUNTON                                ,IL                                      ,62088-1499                              ,MACOUPIN                                ,,,,,,,,,,25,9125,1350,32,1491,,104,,232,8,273,,,,,,,
141307,01-MAY-10,30-APR-11,Settled,PINCKNEYVILLE COMMUNITY HOSPITAL        ,101 N. WALNUT ST.                       ,,PINCKNEYVILLE                           ,IL                                      ,62274-1034                              ,PERRY                                   ,,,,,,,,,,25,9125,1849,74,2239,,150.66,,338,39,486,,,,,,,
141308,01-MAY-10,30-APR-11,Settled,WASHINGTON COUNTY HOSPITAL              ,705 SOUTH GRAND AVENUE                  ,,NASHVILLE                               ,IL                                      ,62263-                                  ,WASHINGTON                              ,,,,,,,,,,22,8030,2049,6,2218,,113.39,,140,4,172,,,,,,,
141311,01-JUL-10,30-JUN-11,Settled,FAIRFIELD MEMORIAL HOSPITAL             ,303 NW 11TH STREET                      ,,FAIRFIELD                               ,IL                                      ,62837                                   ,WAYNE                                   ,,,,,,,,,,25,9125,2066,286,2775,,162.21,,543,81,776,,,,,,,
141312,01-MAY-10,30-APR-11,Reopened,ROCHELLE COMMUNITY HOSPITAL             ,900 NORTH 2ND STREET                    ,,ROCHELLE                                ,IL                                      ,61068-                                  ,OGLE                                    ,,,,,,,,,,25,9125,1233,108,1626,,176.97,,347,48,527,,,,48,,527,
141319,01-JUN-10,31-MAY-11,Settled,HAMMOND-HENRY HOSPITAL                  ,600 N. COLLEGE AVENUE                   ,,GENESEO                                 ,IL                                      ,61254-1099                              ,HENRY                                   ,,,,,,,,,,25,9125,1947,734,3657,,216.41,,491,208,1016,,,,,,,
141321,01-JUL-10,30-JUN-11,Settled,FRANKLIN HOSPITAL                       ,201 BAILEY LANE                         ,,BENTON                                  ,IL                                      ,62812                                   ,FRANKLIN                                ,,,,,,,,,,25,9125,1385,41,1488,,131.02,,300,17,345,,,,,,,
141326,01-JUL-10,30-JUN-11,Settled,HAMILTON MEMORIAL HOSPITAL              ,611 SOUTH MARSHALL                      ,,MCLEANSBORO                             ,IL                                      ,62859                                   ,HAMILTON                                ,,,,,,,,,,25,9125,2786,167,3388,,113.09,,694,87,968,,,,,,,
141329,01-JUL-10,30-JUN-11,Settled,MORRISON COMMUNITY HOSPITAL             ,303 N. JACKSON                          ,,MORRISON                                ,IL                                      ,61270-                                  ,WHITESIDE                               ,,,,,,,,,,25,9125,2046,21,2499,,101.3,,77,26,150,,,,,,,
141330,01-JUL-10,30-JUN-11,Settled,HOPEDALE MEDICAL COMPLEX                ,SECOND STREET                           ,,HOPEDALE                                ,IL                                      ,61747-                                  ,TAZEWELL                                ,,,,,,,,,,25,9125,2099,42,2841,,192.93,,273,12,558,,,,,,,
141331,01-JUL-10,30-JUN-11,Settled,MARSHALL BROWNING HOSPITAL              ,900 NORTH WASHINGTON STREET             ,,DUQUOIN                                 ,IL                                      ,62832                                   ,PERRY                                   ,,,,,,,,,,25,9125,2315,209,2853,,134.79,,324,67,589,,,,,,,
141332,01-JUL-10,30-JUN-11,Settled,HILLSBORO AREA HOSPITAL                 ,1200 EAST TREMONT                       ,,HILLSBORO                               ,IL                                      ,62049                                   ,MONTGOMERY                              ,,,,,,,,,,25,9125,2647,45,2871,,126.26,,333,20,419,,,,,,,
141335,01-JUL-10,30-JUN-11,Settled,HARVARD MEMORIAL HOSPITAL               ,901 GRANT STREET                        ,,HARVARD                                 ,IL                                      ,60033-                                  ,MC HENRY                                ,,,,,,,,,,20,7300,906,96,1641,,154.07,,293,52,594,,,,,,,
141336,01-JUL-10,30-JUN-11,Settled,ST. JOSEPHS HOSPITAL-HIGHLAND IL        ,1515 MAIN STREET                        ,,HIGHLAND                                ,IL                                      ,62249                                   ,MADISON                                 ,,,,,,,,,,25,9125,3673,56,4703,,185.97,,531,17,787,,,,,,,
141337,01-MAY-10,30-APR-11,Settled,PERRY MEMORIAL HOSPITAL                 ,530 PARK AVENUE EAST                    ,,PRINCETON                               ,IL                                      ,61356                                   ,BUREAU                                  ,,,,,,,,,,25,9125,3165,503,5182,,292.16,,825,147,1375,,,,,,,
141338,01-JUL-10,30-JUN-11,Settled,MEMORIAL HOSPITAL                       ,1900 STATE STREET                       ,,CHESTER                                 ,IL                                      ,62233                                   ,RANDOLPH                                ,,,,,,,,,,25,9125,1443,65,2192,,172.26,,359,27,541,,,,,,,
141340,01-MAY-10,30-APR-11,Settled,VALLEY WEST COMMUNITY HOSPITAL          ,11 EAST PLEASANT AVENUE                 ,,SANDWICH                                ,IL                                      ,60548-                                  ,DEKALB                                  ,,,,,,,,,,25,9125,1434,697,3535,,179.1,,464,234,1194,,,,,,,
141343,01-MAY-10,30-APR-11,Settled,CRAWFORD MEMORIAL HOSPITAL              ,1000 NORTH ALLEN STREET                 ,,ROBINSON                                ,IL                                      ,62454                                   ,CRAWFORD                                ,,,,,,,,,,25,9125,2622,811,4809,,241.94,,516,274,1150,,,,,,,
141344,01-JUL-10,30-JUN-11,Settled,LAWRENCE COUNTY MEMORIAL HOSPITAL       ,2100 STATE STREET                       ,62439                                   ,LAWRENCEVILLE                           ,IL                                      ,62439-                                  ,LAWRENCE                                ,,,,,,,,,,25,9125,2602,232,3131,,127.18,,550,103,894,,,,,,,
141347,01-AUG-10,31-JUL-11,Settled,CARLINVILLE AREA HOSPITAL               ,20733 NORTH BROAD STREET                ,,CARLINVILLE                             ,IL                                      ,62626-                                  ,MACOUPIN                                ,,,,,,,,,,25,9125,3500,131,3891,,127.92,,458,40,575,,,,,,,
141348,01-JUL-10,30-JUN-11,Settled,RED BUD REGIONAL HOSPITAL               ,ST. CLEMENT BLVD                        ,,RED BUD                                 ,IL                                      ,62278-                                  ,RANDOLPH                                ,,,,,,,,,,25,9125,4898,135,5932,,142.7,,596,77,860,,,,,,,
141349,01-JUL-10,30-JUN-11,Settled,SPARTA COMMUNITY HOSPITAL               ,818 EAST BROADWAY                       ,,SPARTA                                  ,IL                                      ,62286                                   ,RANDOLPH                                ,,,,,,,,,,25,9125,3102,167,4027,,194.09,,661,65,972,,,,,,,
141350,01-JUL-10,30-JUN-11,Settled,ST. FRANCIS HOSPITAL                    ,1215 FRANCISCAN DRIVE                   ,,LITCHFIELD                              ,IL                                      ,62056                                   ,MONTGOMERY                              ,,,,,,,,,,25,9125,3949,1026,5740,,230.77,,882,314,1465,,,,,,,
142006,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL SYCAMORE               ,225 EDWARD STREET                       ,,SYCAMORE                                ,IL                                      ,60178                                   ,DEKALB                                  ,,,,,,,,,,69,25185,7313,3191,14020,,111.4,,260,94,482,,,,,,,
142008,01-SEP-10,31-AUG-11,Reopened,KINDRED HOSPITAL NORTHLAKE              ,365 EAST NORTH AVENUE                   ,,NORTHLAKE                               ,IL                                      ,60164                                   ,COOK                                    ,,,,,,,,,,258,94170,18429,44058,67767,,487.1,,667,2246,3046,,,,,,,
142009,01-SEP-10,31-AUG-11,Reopened,KINDRED HOSPITAL CHICAGO CENTRAL        ,4058 WEST MELROSE STREET                ,,CHICAGO                                 ,IL                                      ,60641                                   ,COOK                                    ,,,,,,,,,,187,68891,19456,8042,32778,,263,,736,262,1121,,,,,,,
142010,01-JUN-10,31-MAY-11,Reopened,RML SPECIALTY HOSPITAL                  ,5601 SOUTH COUNTY LINE ROAD             ,,HINSDALE                                ,IL                                      ,60521                                   ,COOK                                    ,,,,,,,,,,157,55235,20181,5999,36521,,579.01,,632,171,1107,,,,,,,
142011,01-JUL-10,30-JUN-11,Settled,HOLY FAMILY MEDICAL CENTER              ,100 NORTH RIVER ROAD  2ND FLOOR         ,,DES PLAINES                             ,IL                                      ,60016                                   ,COOK                                    ,,,,,,,,,158,128,46720,18741,5495,35101,.03,571.16,,538,189,1625,,,,,,,
142013,01-MAY-10,30-APR-11,Settled,PERORIA SPECIALTY HOSPITAL              ,500 W. ROMEO B. GARRETT AVE.            ,,PEORIA                                  ,IL                                      ,61605                                   ,PEORIA                                  ,,,,,,,,,,50,18250,8344,,11417,,78.08,,313,,389,,,,,,,
143025,01-JUL-10,30-JUN-11,Settled,SCHWAB REHAB HOSP & CARE NETWORK        ,1401 S. CALIFORNIA AVE                  ,,CHICAGO                                 ,IL                                      ,60608-                                  ,COOK                                    ,,,,,,,,,1026,80,29200,6725,10447,20043,10.27,310.46,,442,679,1300,,,,,,,
143026,01-SEP-10,31-AUG-11,Settled,THE REHAB. INSTITUTE OF CHICAGO         ,345 SUPERIOR                            ,,CHICAGO                                 ,IL                                      ,60611-                                  ,COOK                                    ,,,,,,,,,82327,155,56575,21328,9527,53085,28.3,1304.56,,1210,411,2610,,,,,,,
143027,01-JUL-10,30-JUN-11,Settled,MARIANJOY REHAB HOSPT. & CLINICS        ,26W171 ROOSEVELT ROAD                   ,,WHEATON                                 ,IL                                      ,60187                                   ,DUPAGE                                  ,,,,,,,,,368,108,37468,21295,1999,35184,11.75,570.79,,1650,122,2978,,,,,,,
143300,01-SEP-10,31-AUG-11,Settled,CHILDRENS MEMORIAL HOSPITAL             ,2300 CHILDRENS PLAZA                    ,,CHICAGO                                 ,IL                                      ,60614                                   ,COOK COUNTY                             ,,,,,,,,,28140,245,89425,483,34349,65574,235.88,3450.46,,64,5686,10912,,,,,,,
143301,01-JUL-10,30-JUN-11,Settled,LARABIDA CHILDRENS HOSPITAL             ,6501 S. PROMONTORY DRIVE                ,,CHICAGO                                 ,IL                                      ,60649                                   ,COOK                                    ,,,,,,,,,,49,17885,,9143,10074,6.01,399.64,,,719,847,,,,,,,
144010,01-JUL-10,30-JUN-11,Settled,CHICAGO REED                            ,4200 NORTH OAK PARK AVE                 ,,CHICAGO                                 ,IL                                      ,60634                                   ,COOK                                    ,,,,,,,,,,26,9490,188,314,7432,,308.58,,10,18,429,,,,,,,
144016,01-JUL-10,30-JUN-11,Settled,ALTON MENTAL HEALTH CENTER              ,4500 COLLEGE AVE                        ,,ALTON                                   ,IL                                      ,62002                                   ,MADISON                                 ,,,,,,,,,,24,8760,685,492,45437,,282.01,,18,11,107,,,,,,,
144021,01-JUL-10,30-JUN-11,Settled,MCFARLAND MENTAL HEALTH CENTER          ,901 SOUTHWIND RD                        ,,SPRINGFIELD                             ,IL                                      ,62703                                   ,SANGAMON                                ,,,,,,,,,,118,43070,5650,4557,39604,1,232.04,,176,84,728,,,,,,,
144023,01-JUL-10,30-JUN-11,Settled,SINGER MENTAL HEALTH CENTER             ,4402 N MAIN ST                          ,,ROCKFORD                                ,IL                                      ,61103                                   ,WINNEBAGO                               ,,,,,,,,,,87,31755,2875,1262,24946,,164.76,,101,42,838,,,,,,,
144028,01-JUL-10,30-JUN-11,Settled,MADDEN MENTAL HEALTH CENTER             ,1200 SOUTH FIRST STREET                 ,,HINES                                   ,IL                                      ,60141                                   ,COOK                                    ,,,,,,,,,,28,10220,317,,9013,,345.4,,11,,646,,,,,,,
144035,01-JUL-10,30-JUN-11,Settled,LINDEN OAKS HOSPITAL                    ,852 WEST STREET                         ,,NAPERVILLE                              ,IL                                      ,60540                                   ,DUPAGE                                  ,,,,,,,,,,110,40150,4744,2470,27588,,285.28,,432,297,3885,,,,,,,
144037,01-JUL-10,30-JUN-11,Settled,ELGIN MENTAL HEALTH CENTER              ,750 S STATE ST                          ,,ELGIN                                   ,IL                                      ,60120                                   ,KANE                                    ,,,,,,,,,,394,143810,923,1223,138067,,762.51,,20,10,1171,,,,,,,
144038,01-JUL-10,30-JUN-11,Settled,CHOATE MENTAL HEALTH & DEVLOPMENTAL     ,1000 NORTH MAIN                         ,,ANNA                                    ,IL                                      ,62906                                   ,UNION                                   ,,,,,,,,,,113,41245,1973,1950,21774,,594.94,,61,24,271,,,,,,,
150008,01-JUL-10,30-JUN-11,Settled w/Audit,ST. CATHERINE HOSPITAL                  ,4321 FIR STREET                         ,,EAST CHICAGO                            ,IN                                      ,46312                                   ,LAKE                                    ,,,,5049099,,,.2293,,,136,49640,14378,3066,30459,,903.98,,2874,625,7190,,,,73,38,748,736
150010,01-JUL-10,30-JUN-11,Settled,ST. JOSEPH HOSPITAL & HEALTH CENTR      ,1907 WEST SYCAMORE                      ,,KOKOMO                                  ,IN                                      ,46901-                                  ,HOWARD                                  ,,,,1693039,,,.1114,,,145,52925,10342,1972,23436,,761.9,,2062,791,5913,,,,,35,,354
150011,01-JUL-10,30-JUN-11,Settled,MARION GENERAL HOSPITAL                 ,441 WABASH AVENUE                       ,,MARION                                  ,IN                                      ,46952-                                  ,GRANT                                   ,,,,1965712,,,.1348,,,97,35405,9348,1449,19847,,740.59,,2204,477,4927,,,,,5,,235
