PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
150075,01-OCT-12,30-SEP-13,Reopened,BLUFFTON REGIONAL MEDICAL CENTER        ,303 S. MAIN STREET                      ,,BLUFFTON                                ,IN                                      ,46714-                                  ,WELLS                                   ,,,,189999,,,.0416,,,62,22630,3434,763,7576,,11.89,,822,213,1901,,,,,,,
150076,01-JUL-13,30-JUN-14,Settled,ST. JOSEPHS REG MED CENTER PLYMOUT      ,1915 LAKE AVENUE                        ,670                                     ,PLYMOUTH                                ,IN                                      ,46563                                   ,MARSHALL                                ,,,,154675,,,.0822,,,45,16425,2184,1156,5680,,259,2.77,639,300,1767,,,,,,,
150082,01-OCT-12,30-SEP-13,Settled,DEACONESS HOSPITAL                      ,600 MARY STREET                         ,,EVANSVILLE                              ,IN                                      ,47747-                                  ,VANDERBURGH                             ,1891721,,,4010071,,,.056,851953,310564,468,171674,49741,8538,104716,18.15,3409.5,,9695,2426,21977,,,,78,,520,
150084,01-JUL-13,30-JUN-14,Amended,ST. VINCENT HOSPITAL & HCC              ,2001 WEST 86TH STREET                   ,,INDIANAPOLIS                            ,IN                                      ,46260-                                  ,MARION                                  ,11161289,,,7001073,,,.1544,3119958,943180,682,249266,60633,19776,186500,146.14,4995.16,,10476,5165,29539,,,,428,,2349,374
150086,01-JAN-13,31-DEC-13,Settled,DEARBORN COUNTY HOSPITAL                ,600 WILSON CREEK ROAD                   ,,LAWRENCEBURG                            ,IN                                      ,47025-                                  ,DEARBORN                                ,,,,709465,,,.0705,,,78,28470,8149,1266,16709,,605.53,,1740,270,4129,,,,,,,
150088,01-JAN-13,30-JUN-13,Reopened,SAINT JOHNS HEALTH SYSTEM               ,2015 JACKSON STREET                     ,,ANDERSON                                ,IN                                      ,46016-                                  ,MADISON                                 ,,,,1350077,,,.1288,,,261,47241,7536,2089,15736,,945.15,,1446,585,3828,,,,,8,,103
150088,01-JUL-13,30-JUN-14,Settled,ST VINCENT ANDERSON REGIONAL HOSPITA    ,2015 JACKSON STREET                     ,,ANDERSON                                ,IN                                      ,46016-                                  ,MADISON                                 ,,,,914802,,,.1125,,,261,95265,13478,3493,28245,,1020.58,,2584,1056,7213,,,,,29,,252
150089,01-JAN-13,31-DEC-13,Settled,BALL MEMORIAL HOSPITAL                  ,2401 UNIVERSITY AVENUE                  ,,MUNCIE                                  ,IN                                      ,47303-3428                              ,DELAWARE                                ,5264254,,,6328324,,,.1355,1978202,712951,332,121180,35845,7100,76918,56,1919.54,,7048,3699,17036,,,,,,,384
150090,01-JAN-13,31-DEC-13,Settled,FRANCISCAN ST. MARGARET HEALTH- DYER    ,24 JOLIET STREET                        ,,DYER                                    ,IN                                      ,46311-1799                              ,LAKE                                    ,856885,,,,,,,384053,100349,148,54920,13932,3057,26821,11.96,832.24,,2546,769,6130,,,,,14,,530
150091,01-JAN-13,31-DEC-13,Settled,HUNTINGTON MEMORIAL HOSPITAL            ,2001 STULTS ROAD                        ,,HUNTINGTON                              ,IN                                      ,46750                                   ,HUNTINGTON                              ,,,,275158,,,.12,,,36,13140,1780,390,5917,,206,,500,324,1805,,,,,,,
150097,01-JAN-13,31-DEC-13,Settled,MAJOR HOSPITAL                          ,150 WEST WASHINGTON ST                  ,,SHELBYVILLE                             ,IN                                      ,46176-                                  ,IN                                      ,,,,345621,,,.0527,,,72,26280,5141,740,10323,,561.86,,1218,166,2741,,,,,,,
150100,01-JUL-13,30-JUN-14,Settled,ST. MARYS MEDICAL CENTER                ,3700 WASHINGTON AVE                     ,,EVANSVILLE                              ,IN                                      ,47750                                   ,VANDERBURGH                             ,358989,,,1959301,,,.0906,125431,59104,405,147825,28911,6179,71116,5,1831.06,,6081,958,15226,,,,34,23,539,358
150101,01-JAN-13,31-DEC-13,Settled,WHITLEY MEMORIAL HOSPITAL               ,1260 E STATE ROAD 205                   ,,COLUMBIA CITY                           ,IN                                      ,46725-9492                              ,WHITLEY                                 ,,,,148279,,,.1021,,,30,10950,1201,232,4589,,228.5,,337,205,1334,,,,,,,
150102,01-JAN-13,31-DEC-13,Reopened,IU HEALTH STARKE MEMORIAL HOSPITAL      ,102 EAST CULVER RD                      ,,KNOX                                    ,IN                                      ,46534                                   ,STARKE                                  ,,,,64065,,,.0422,,,50,18703,1400,173,2015,,132.94,,352,61,546,,,,,,,
150104,01-JAN-13,31-DEC-13,Settled,WITHAM MEMORIAL HOSPITAL                ,2605 N. LEBANON STREET                  ,,LEBANON                                 ,IN                                      ,46052-                                  ,BOONE                                   ,,,,513571,,,.12,,,68,24820,2849,492,7319,,572.09,,833,172,2134,,,,,,224,
150109,01-JAN-13,31-DEC-13,Settled,ST. ELIZABETH EAST                      ,1701 SOUTH CREASY LANCE                 ,,LAFAYETTE                               ,IN                                      ,47905-                                  ,TIPPECANOE                              ,,,,3234792,,,.1544,,,164,59860,11193,5030,32668,,1057.29,,2886,1487,7910,,,,,17,,222
150112,01-JAN-13,31-DEC-13,Settled,COLUMBUS REGIONAL HOSPITAL              ,2400 EAST 17TH STREET                   ,,COLUMBUS                                ,IN                                      ,47201-                                  ,BARTHOLOMEW                             ,,,,2616792,,,.1129,,,150,54750,14355,6757,32651,,1232,,3779,1346,8512,,,,,19,,335
150113,01-JAN-13,31-DEC-13,Settled,COMMUNITY HOSPITAL ANDERSON             ,1515 NORTH MADISON AVE                  ,,ANDERSON                                ,IN                                      ,46011                                   ,MADISON                                 ,,,,1870070,,,.1104,,,137,50005,10827,1527,22334,,1007.64,,2575,874,6430,,,,,,,
150115,01-JUL-13,30-JUN-14,Settled,MEMORIAL HOSP & HEALTH CARE CTR         ,800 WEST 9TH STREET                     ,,JASPER                                  ,IN                                      ,47546                                   ,DUBOIS                                  ,,,,302637,,,.0374,,,111,40515,8927,836,18886,,1106.64,,2508,469,5185,,,,85,1,593,135
150125,01-JUL-13,30-JUN-14,Settled,COMMUNITY HOSPITAL                      ,901 MACARTHUR BOULEVARD                 ,,MUNSTER                                 ,IN                                      ,46321                                   ,LAKE                                    ,,,,1554198,,,.0431,,,408,148920,49488,5525,93990,,2361.83,,8917,972,17272,2134,,,,31,,1434
150126,01-JAN-13,31-DEC-13,Settled,FRANCISCAN ST ANTHONY HEALTH-CR PT      ,1201 SOUTH MAIN STREET                  ,,CROWN POINT                             ,IN                                      ,46307                                   ,USA                                     ,165515,,,,,,,64010,25834,230,83950,19885,5043,43609,2.21,1108.25,,3789,1274,10159,,,,,12,,230
150128,01-JAN-13,31-DEC-13,Settled,COMMUNITY HOSPITAL SOUTH                ,1402 EAST COUNTY LINE ROAD SOUTH        ,,INDIANAPOLIS                            ,IN                                      ,46227                                   ,MARION                                  ,,,,1068466,,,.0527,,,135,49275,12448,2111,34549,,738,,3031,1367,7178,,,,,,,
150129,01-JAN-13,31-DEC-13,Settled,WESTVIEW HOSPITAL                       ,3630 GUION ROAD                         ,,INDIANAPOLIS                            ,IN                                      ,46222                                   ,MARION                                  ,603972,,,,,,,417015,186677,22,8100,2191,316,3969,10.16,510,,477,71,994,,,,8,35,250,246
150133,01-MAR-13,28-FEB-14,Settled,KOSCIUSKO COMMUNITY HOSPITAL            ,2101 EAST DUBOIS DRIVE                  ,,WARSAW                                  ,IN                                      ,46580-                                  ,KOSCIUSKO                               ,,,,243151,,,.0542,,,72,26280,4256,1901,12716,,478.07,,1071,489,3509,,,,,,,
150146,01-JAN-13,31-DEC-13,Settled,COMMUNITY HOSPT. OF NOBLE CTY  INC.     ,401 SAWYER ROAD                         ,728                                     ,KENDALLVILLE                            ,IN                                      ,46755-0728                              ,NOBLE                                   ,,,,197814,,,.0773,,,31,11315,2239,706,6035,,212,,593,272,1677,,,,,,,
150149,01-JAN-13,31-DEC-13,Settled,DEACONESS WOMENS HOSPITAL               ,4199 GATEWAY BLVD                       ,,NEWBURGH                                ,IN                                      ,47630-                                  ,WARRICK                                 ,,,,23022,,,.12,,,74,27010,110,1199,22418,,405.23,,38,1346,3687,,,,,,,
150150,01-APR-13,31-MAR-14,Settled,DUPONT HOSPITAL                         ,2520 E. DUPONT ROAD                     ,,FORT WAYNE                              ,IN                                      ,46825-                                  ,ALLEN                                   ,,,,327827,,,.1428,,,131,47815,1902,4736,21004,,533.3,,530,663,4283,,,,,,,
150153,01-JUL-13,30-JUN-14,Settled,ST. VINCENT HEART CENTER                ,10580 N. MERIDIAN ST.                   ,,INDIANAPOLIS                            ,IN                                      ,46290                                   ,HAMILTON                                ,,,,,,,,,,107,39055,10331,409,18265,,410.17,,2353,95,4378,38,,,,,,
150154,01-JAN-13,31-DEC-13,Settled,INDIANA HEART HOSPITAL                  ,8075 NORTH SHADELAND AVENUE             ,,INDIANAPOLIS                            ,IN                                      ,46256                                   ,MARION                                  ,7878,,,,,,,,,56,20440,5818,586,11263,.16,368.91,,1392,116,2880,,,,,,,
150157,01-JUL-13,30-JUN-14,Settled,ST. VINCENT CARMEL HOSPITAL             ,13500 NORTH MERIDIAN STREET             ,,CARMEL                                  ,IN                                      ,46033                                   ,HAMILTON                                ,,,,135530,,,.0284,,,153,55845,4182,737,18222,,590.36,,1099,307,6137,,,,,,,
150158,01-JAN-13,31-DEC-13,Settled,IU HEALTH WEST HOSPITAL                 ,1111 N. RONALD REAGAN PARKWAY           ,,AVON                                    ,IN                                      ,46123-7085                              ,HENDRICKS                               ,,,,632302,,,.0431,,,127,46634,13623,1696,33687,,742.07,,2545,1383,8160,,,,,,,
150160,01-JAN-13,31-DEC-13,Settled,INDIANA ORTHOPAEDIC HOSPITAL LLC        ,8450 NORTHWEST BOULEVARD                ,,INDIANAPOLIS                            ,IN                                      ,46278                                   ,MARION                                  ,,,,,,,,,,38,13870,2450,88,6378,,286.47,,990,30,2667,,,,,,,
150161,01-JAN-13,31-DEC-13,Settled,IU HEALTH NORTH HOSPITAL                ,11700 NORTH MERIDIAN ST                 ,,CARMEL                                  ,IN                                      ,46032-4656                              ,HAMILTON                                ,,,,597667,,,.0578,,,149,54385,6756,1413,30988,,934.57,,1571,968,6197,,,,,,,
150162,01-JAN-13,31-DEC-13,Settled,ST. FRANCIS HOSPITAL & HEALTH CENTER    ,8111 S. EMERSON AVENUE                  ,,INDIANAPOLIS                            ,IN                                      ,46237                                   ,MARION                                  ,1848140,,,3397467,,,.0638,674854,349061,393,152619,35171,6146,86648,19.39,2273.57,,7138,1541,17601,,,,,10,,385
150163,01-MAY-13,30-APR-14,Settled,ST. CATHERINE HOSPITAL OF IN            ,2200 MARKET ST                          ,9                                       ,CHARLESTOWN                             ,IN                                      ,47111-9553                              ,CLARK                                   ,,,,15277,,,.0357,,,70,25550,549,110,1050,,79.96,,173,31,332,,,,19,,476,
150164,01-JAN-13,31-DEC-13,Settled,MONROE HOSPITAL                         ,4011 S. MONROE MEDICAL PARK BLVD.       ,,BLOOMINGTON                             ,IN                                      ,47403                                   ,MONROE                                  ,,,,,,,,,,32,11712,2444,308,4857,,207.6,,614,98,1218,,,,,,,
150165,01-JAN-13,30-JUN-13,Settled,FRANCISCAN PHYSICIANS HOSPITAL          ,701 SUPERIOR STREET                     ,,MUNSTER                                 ,IN                                      ,46321                                   ,LAKE                                    ,,,,,,,,,,32,5792,1043,40,2088,,292.34,,210,11,459,,,,,,,
150165,01-JUL-13,31-DEC-13,Settled,FRANCISCAN HEALTH MUNSTER               ,701 SUPERIOR STREET                     ,,MUNSTER                                 ,IN                                      ,46321                                   ,LAKE                                    ,,,,,,,,,,32,5888,966,31,1891,,162.94,,210,7,464,,,,,,,
150166,01-JAN-13,31-DEC-13,Settled,PINNACLE HOSPITAL                       ,9301 CONNECTICUT DRIVE                  ,,CROWN POINT                             ,IN                                      ,46307                                   ,LAKE                                    ,,,,,,,,,,18,6570,835,23,2298,,132.64,,254,7,705,,,,,,,
150167,01-JAN-13,31-DEC-13,Settled,ORTHOPAEDIC HOSPT.AT PARKVIEW           ,11119 PARKVIEW PLAZA DRIVE              ,,FORT WAYNE                              ,IN                                      ,46845-1705                              ,ALLEN                                   ,,,,,,,,,,37,13505,1655,180,4950,,116.42,,641,70,2017,,,,,,,
150168,01-JAN-13,31-DEC-13,Reopened,LUTHERAN MUSCULOSKELETAL CENTER         ,7952 W. JEFFERSON BLVD                  ,,FORT WAYNE                              ,IN                                      ,46804                                   ,ALLEN                                   ,,,,,,,,,,39,14235,2133,218,6201,,209.43,,823,79,2560,,,,,,,
150169,01-JAN-13,31-DEC-13,Settled,COMMUNITY HOSPITAL OF INDIANA  INC.     ,7150 CLEARVISTA PARKWAY                 ,,INDIANAPOLIS                            ,IN                                      ,46256                                   ,MARION                                  ,112853,,,3414790,,,.1149,41894,7513,287,104755,20484,3792,73409,1.38,1749.55,,4401,2016,13170,,,,,64,295,305
150172,01-JAN-13,31-DEC-13,Settled,PHYSICIANS MEDICAL CENTER               ,4023 REES LANE                          ,,NEW ALBANEY                             ,IN                                      ,47150                                   ,FLOYD                                   ,,,,,,,,,,12,4380,62,20,214,,59,,28,9,121,,,,,,,
150173,01-JAN-13,31-DEC-13,Settled,IU HEALTH ARNETT HOSPITAL               ,6165 MCCARTY LANE                       ,,LAFAYETTE                               ,IN                                      ,47905                                   ,TIPPECANOE                              ,,,,1350329,,,.0514,,,180,65700,18493,2113,41215,,1780.32,,3952,1402,10331,,,,,,,
150175,01-OCT-12,30-SEP-13,Settled,HEART HOSPITAL AT DEACONESS GATEWAY     ,4007 GATEWAY BOULEVARD                  ,,NEWBURGH                                ,IN                                      ,47630-                                  ,WARRICK                                 ,,,,,,,,,,24,8760,3423,137,5910,,126,,834,28,1574,,,,,,,
150176,01-JAN-13,31-DEC-13,Settled,KENTUCKIANA MEDICAL CENTER              ,4601 MEDICAL PLAZA WAY                  ,,CLARKSVILLE                             ,IN                                      ,47129                                   ,CLARK                                   ,,,,266914,,,.0517,,,34,12410,3876,369,6027,,137.57,,595,57,979,,,,,,,
150177,01-JAN-13,31-DEC-13,Settled,UNITY MEDICAL AND SURGICAL HOSPITAL     ,4455 EDISON LAKES PKWY                  ,,MISHAWAKA                               ,IN                                      ,46545                                   ,ST. JOSEPH                              ,,,,,,,,,,29,10585,284,,972,,106.17,,71,,274,,,,,,,
150179,01-JUL-13,30-JUN-14,Settled,FAIRBANKS                               ,8102 CLEARVISTA                         ,,INDIANAPOLIS                            ,IN                                      ,46256                                   ,MARION                                  ,,,,57185,,,.066,,,86,31390,2858,,16006,,233.86,,391,,3347,,,,,,,
150180,01-JAN-13,21-JAN-14,Settled,DOCTORS NEUROMEDICAL HOSPITAL           ,411 SOUTH WHITLOCK STREET               ,,BREMEN                                  ,IN                                      ,46506                                   ,MARSHALL                                ,,,,,,,,,,20,7720,2799,109,3223,,29.36,,628,18,784,,,,,,,
150181,13-MAY-13,30-JUN-14,Settled,ST. VINCENT FISHERS HOSPITAL            ,13861 OLIO RD                           ,,FISHERS                                 ,IN                                      ,46037                                   ,HAMILTON                                ,,,,24070,,,.0289,,,46,19044,565,79,2549,,206.03,,240,21,940,53,,,,,,
150182,01-JAN-13,31-DEC-13,Reopened,ST FRANCIS CARMEL                       ,12188B N. MERIDIAN STREET               ,,CARMEL                                  ,IN                                      ,46032                                   ,MARION                                  ,,,,,,,,,,6,2190,56,3,211,,36.84,,24,1,104,,,,,,,
151300,01-MAY-13,30-APR-14,Settled,COMMUNITY HOSPITAL OF BREMEN            ,1020 HIGH RD                            ,1506                                    ,BREMEN                                  ,IN                                      ,46506-                                  ,MARSHALL                                ,,,,,,,,,,25,9150,764,179,1255,,106.02,,132,34,310,,,,,,,
151301,01-JUL-13,30-JUN-14,Settled,ST. VINCENT RANDOLPH HOSPITAL           ,473 GREENVILLE AVE.                     ,,WINCHESTER                              ,IN                                      ,47934                                   ,RANDOLPH                                ,,,,,,,,,,25,9125,945,363,2419,,137.74,,265,42,747,,,,,,,
151302,01-JAN-13,31-DEC-13,Settled,IU HEALTH BLACKFORD HOSPITAL            ,410 PILGRIM STREET                      ,,HARTFORD CITY                           ,IN                                      ,47348                                   ,BLACKFORD                               ,,,,,,,,,,15,5475,2178,49,2636,,133.75,,232,17,330,,,,,,,
151303,01-JUL-13,30-JUN-14,Settled,ST. VINCENT JENNINGS HOSPITAL           ,301 HENRY STREET                        ,,NORTH VERNON                            ,IN                                      ,47265                                   ,JENNINGS                                ,,,,,,,,,,25,9125,1149,76,1625,,98.19,,205,33,407,,,,,,,
151304,01-JAN-13,31-DEC-13,Settled,RUSH MEMORIAL HOSPITAL                  ,1300 NORTH MAIN STREET                  ,,RUSHVILLE                               ,IN                                      ,46173-                                  ,RUSH                                    ,,,,,,,,,,25,9125,1544,65,2023,,245,,308,22,451,,,,,,,
151305,01-OCT-12,30-SEP-13,Settled,PULASKI MEMORIAL HOSPITAL               ,616 EAST 13TH                           ,,WINAMAC                                 ,IN                                      ,46996-                                  ,PULASKI                                 ,,,,,,,,,,25,9125,1548,100,2636,,178.42,,258,30,541,,,,,,,
151306,01-JAN-13,31-DEC-13,Settled,IU HEALTH PAOLI HOSPITAL                ,642 WEST HOSPITAL ROAD                  ,,PAOLI                                   ,IN                                      ,47454                                   ,ORANGE                                  ,,,,,,,,,,25,9125,695,444,1551,,207.15,,210,115,488,,,,,,,
151307,01-JUL-13,30-JUN-14,Settled,ST. VINCENT WILLIAMSPORT HOSPITAL       ,412 NORTH MONROE                        ,,WILLIAMSPORT                            ,IN                                      ,47993                                   ,WARREN                                  ,,,,,,,,,,16,5840,2060,73,2566,,134.34,,420,18,568,17,,,,,,
151308,01-JUL-13,30-JUN-14,Settled,ST. VINCENT MERCY HOSPITAL              ,13311 SOUTH A ST.                       ,,ELWOOD                                  ,IN                                      ,46036-                                  ,MADISON                                 ,,,,,,,,,,25,9125,1063,64,1704,,132.1,,221,19,419,,,,,,,
151309,01-JUL-13,30-JUN-14,Settled,ST. VINCENT CLAY HOSPITAL               ,1206 EAST NATIONAL AVENUE               ,,BRAZIL                                  ,IN                                      ,47834                                   ,CLAY                                    ,,,,,,,,,,25,9125,1785,105,2468,,103.63,,288,33,512,,,,,,,
151310,01-JAN-13,31-DEC-13,Settled,WABASH COUNTY HOSPITAL                  ,710 NORTH EAST STREET                   ,548                                     ,WABASH                                  ,IN                                      ,46992-0548                              ,WABASH                                  ,,,,,,,,,,25,9125,1213,200,2252,,240.53,,307,20,586,,,,,,,
151311,01-JAN-13,31-DEC-13,Settled,IU HEALTH TIPTON HOSPITAL               ,1000 SOUTH MAIN STREET                  ,,TIPTON                                  ,IN                                      ,46072                                   ,TIPTON                                  ,,,,,,,,,,25,9125,3649,74,5158,,280.41,,581,24,955,,,,,,,
151312,01-JAN-13,31-DEC-13,Settled,IU HEALTH WHITE HOSPITAL                ,720 SOUTH SIXTH STREET                  ,,MONTICELLO                              ,IN                                      ,47960                                   ,WHITE                                   ,,,,,,,,,,25,9125,2402,607,3877,,195.8,,442,243,959,,,,,,,
151313,01-JAN-13,31-DEC-13,Settled,WOODLAWN HOSPITAL                       ,1400 EAST 9TH STREET                    ,,ROCHESTER                               ,IN                                      ,46975-                                  ,FULTON                                  ,,,,,,,,,,25,9125,1713,181,4812,,365.37,,413,62,1227,,,,,,,
151314,01-JUL-13,30-JUN-14,Settled,ST VINCENT SALEM                        ,911 N. SHELBY STREET                    ,,SALEM                                   ,IN                                      ,47167                                   ,WASHINGTON                              ,,,,,,,,,,25,9125,543,20,878,,108.95,,112,18,215,,,,,,,
151315,01-OCT-12,30-SEP-13,Settled,CAMERON MEMORIAL COMMUNITY              ,416 E MAUMEE STREET                     ,,ANGOLA                                  ,IN                                      ,47803-                                  ,STEUBEN                                 ,,,,,,,,,,25,9125,1896,147,4561,,296.23,,452,58,1205,,,,,,,
151316,01-JUL-13,30-JUN-14,Settled,ST. VINCENT FRANKFORT HOSPITAL          ,1300 SOUTH JACKSON STREET               ,,FRANKFORT                               ,IN                                      ,46041                                   ,CLINTON                                 ,,,,,,,,,,25,9125,2135,532,3851,,133,,330,46,837,149,,,,,,
151317,01-JAN-13,31-DEC-13,Settled,GREENE COUNTY GENERAL HOSPITAL          ,R.R. 1                                  ,1000                                    ,LINTON                                  ,IN                                      ,47441-9457                              ,GREENE                                  ,,,,,,,,,,25,9125,2511,59,3656,,226.7,,665,71,1032,,,,,,,
151318,01-JAN-13,31-DEC-13,Settled,DUKES MEMORIAL HOSPITAL                 ,275 WEST 12TH STREET                    ,,PERU                                    ,IN                                      ,46970                                   ,MIAMI                                   ,,,,,,,,,,25,9125,2431,242,4552,,204.39,,531,221,1098,,,,,,,
151319,01-OCT-12,30-SEP-13,Settled,GIBSON GENERAL HOSPITAL                 ,1800 SHERMAN DRIVE                      ,,PRINCETON                               ,IN                                      ,47670-                                  ,GIBSON                                  ,,,,,,,,,,25,9125,2060,188,2949,,257.02,,390,40,639,,,,,,,
151320,01-OCT-12,30-SEP-13,Reopened,JAY COUNTY HOSPITAL                     ,500 W. VOTAW                            ,,PORTLAND                                ,IN                                      ,47371-                                  ,JAY                                     ,,,,,,,,,,25,9125,1358,72,2658,,262.49,,295,23,670,,,,3,,212,
151322,01-JAN-13,31-DEC-13,Settled,PERRY COUNTY HOSPITAL                   ,ONE HOSPITAL ROAD                       ,X                                       ,TELL CITY                               ,IN                                      ,47856-                                  ,PERRY                                   ,,,,,,,,,,25,9125,2682,413,4003,,249.43,,625,80,1057,,,,,,,
151323,01-JAN-13,31-DEC-13,Reopened,COMMUNITY HOSPT. OF LAGRANGE CTY IN     ,207 NORTH TOWNLINE ROAD                 ,,LAGRANGE                                ,IN                                      ,46761-1325                              ,LAGRANGE                                ,,,,,,,,,,25,9125,1146,337,3770,,171.4,,241,65,939,,,,,,,
151324,01-JAN-13,31-DEC-13,Settled,JASPER COUNTY HOSPITAL                  ,1104 EAST GRACE STREET                  ,,RENSSELAER                              ,IN                                      ,47978-                                  ,JASPER                                  ,,,,,,,,,,25,9125,3955,241,5622,,288.42,,665,66,1102,,,,,,,
151325,01-JUL-13,30-JUN-14,Settled,ST. MARYS WARRICK HOSPITAL  INC.        ,1116 MILLIS AVE                         ,,BOONEVILLE                              ,IN                                      ,47601                                   ,WARRICK                                 ,,,,,,,,,,25,9125,1309,82,2285,,86.57,,184,25,318,10,,,,,302,
151326,01-SEP-13,31-AUG-14,Settled,UNION HOSPITAL CLINTON                  ,801 SOUTH MAIN STREET                   ,,CLINTON                                 ,IN                                      ,47842-                                  ,VERMILLION                              ,,,,,,,,,,25,9125,1936,364,2992,,151.56,,612,166,1078,24,,,,,,
151327,01-JAN-13,31-DEC-13,Reopened,SULLIVAN COUNTY COMMUNITY HOSPITAL      ,2200 NORTH SECTION STREET               ,10                                      ,SULLIVAN                                ,IN                                      ,47882-                                  ,SULLIVAN                                ,,,,,,,,,,25,9125,1967,692,3183,,212,,541,47,910,,,,,,,
151328,01-JAN-13,31-DEC-13,Settled,INDIANA UNIVERSITY HEALTH BEDFORD       ,2900 WEST SIXTEENTH STREET              ,,BEDFORD                                 ,IN                                      ,47421-                                  ,LAWRENCE                                ,,,,,,,,,,25,9125,3023,283,4741,,332.53,,652,52,1049,,,,,,,
151329,01-JAN-13,31-DEC-13,Settled,MARGARET MARY COMMUNITY HOSPITAL        ,321 MITCHELL                            ,,BATESVILLE                              ,IN                                      ,47006-                                  ,RIPLEY                                  ,,,,,,,,,,25,9125,2197,219,5751,,450.37,,621,79,1631,,,,,,,
151330,01-JAN-13,31-DEC-13,Settled,ADAMS MEMORIAL HOSPITAL                 ,1100 MERCER AVENEUE                     ,,DECATUR                                 ,IN                                      ,46733                                   ,ADAMS                                   ,,,,,,,,,,25,9125,2497,372,5745,,315.22,,582,108,1524,,,,77,,382,
151331,01-JAN-13,31-DEC-13,Settled,HARRISON COUNTY HOSPITAL                ,245 ATWOOD ST.                          ,,CORYDON                                 ,IN                                      ,47112-                                  ,HARRISON                                ,,,,,,,,,,25,9125,2507,1495,5866,,374.92,,618,529,1825,,,,,,,
151332,01-JAN-13,31-DEC-13,Settled,DECATUR CO. MEMORIAL HOSPITAL           ,702 NORTH LINCOLN STREET                ,,GREENSBURG                              ,IN                                      ,47240-1398                              ,DECATUR                                 ,,,,,,,,,,25,9125,2072,200,4482,,369.74,,514,338,1168,,,,,,,
151333,01-JAN-13,31-DEC-13,Settled,PUTNAM COUNTY HOSPITAL                  ,1542 SOUTH BLOOMINGTON ST               ,,GREENCASTLE                             ,IN                                      ,46135-                                  ,PUTNAM                                  ,,,,,,,,,,25,9125,1784,67,2729,,229,,372,15,1600,,,,,,,
151334,01-JAN-13,31-DEC-13,Settled,SCOTT MEMORIAL HOSPITAL                 ,1451 NORTH GARDNER                      ,,SCOTTSBURG                              ,IN                                      ,47170-                                  ,SCOTT                                   ,,,,,,,,,,25,9125,1649,762,3560,,164.5,,478,165,1023,,,,,,,
151335,01-JUL-13,30-JUN-14,Settled,ST VINCENT DUNN                         ,1616 TWENTY-THIRD STREET                ,,BEDFORD                                 ,IN                                      ,47421                                   ,LAWRENCE                                ,,,,,,,,,,25,9125,1772,173,3483,,154.84,,371,226,1128,,,,,,,
152007,01-SEP-13,31-AUG-14,Settled,KINDRED HOSPITAL INDIANAPOLIS           ,1700 WEST 10TH STREET                   ,,INDIANAPOLIS                            ,IN                                      ,46222                                   ,MARION                                  ,,,,,,,,,,59,21535,6617,21,9456,,88.9,,262,1,371,,,,,,,
152008,01-SEP-13,31-AUG-14,Settled,KINDRED HOSPITAL INDIANAPOLIS SOUTH     ,607 S. GREENWOOD SPRINGS DRIVE          ,,GREENWOOD                               ,IN                                      ,46143                                   ,JOHNSON                                 ,,,,,,,,,,60,21900,8431,139,11788,,107.7,,334,2,462,,,,,,,
152012,01-AUG-13,31-AUG-14,Settled,KINDRED HOSPITAL NORTHWEST INDIANA      ,5454 HOHMAN AVENUE  5TH FL.             ,,HAMMOND                                 ,IN                                      ,46320                                   ,LAKE                                    ,,,,,,,,,,50,19800,12581,16,15966,,128.9,,476,2,578,,,,,,,
152013,01-SEP-13,31-AUG-14,Settled,SSH -BEECH GROVE  INC.                  ,8060 KNUE ROAD                          ,,INDIANAPOLIS                            ,IN                                      ,46250                                   ,MARION                                  ,,,,,,,,,,45,16425,7063,,9781,,107.84,,248,,337,,,,,,,
152014,01-JAN-13,31-DEC-13,Settled,SSH -EVANSVILLE                         ,400 SE 4TH STREET                       ,,EVANSVILLE                              ,IN                                      ,47713                                   ,VANDERBURGH                             ,,,,,,,,,,60,21900,12812,498,17171,,178.28,,466,19,592,,,,,,,
152016,01-JUL-13,30-JUN-14,Settled,SSH - FORT WAYNE  INC.                  ,700 BROADWAY  7TH FLOOR EAST            ,,FORT WAYNE                              ,IN                                      ,46802                                   ,ALLEN                                   ,,,,,,,,,,32,11680,3774,,6158,,65.36,,143,,235,,,,,,,
