PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
040074,12-APR-12,30-JUN-12,Settled,NORTH METRO MEDICAL CENTER              ,1400 BRADEN STREET                      ,159                                     ,JACKSONVILLE                            ,AR                                      ,72076-                                  ,PULASKI                                 ,,,,44189,,,.0633,,,25,2000,542,76,826,,237.36,,140,27,299,,,,2,,97,
040074,01-JUL-12,30-JUN-13,Reopened,NORTH METRO MEDICAL CENTER              ,1400 BRADEN STREET                      ,159                                     ,JACKSONVILLE                            ,AR                                      ,72076-                                  ,PULASKI                                 ,,,,,,,,,,47,17155,2322,311,4084,,218.91,,533,101,1324,,,,2,,428,
040076,01-JUL-12,30-JUN-13,As Submitted,HOT SPRING COUNTY MED CENTER            ,1001 SCHNEDIER DRIVE                    ,190                                     ,MALVERN                                 ,AR                                      ,72104-                                  ,HOT SPRING                              ,,,,413585,,,.0856,,,72,26280,4777,1375,8790,,246.24,,1043,344,1818,,,,,,,
040078,01-SEP-12,31-AUG-13,Reopened,NATIONAL PARK MEDICAL CENTER            ,1910 MALVERN AVENUE                     ,,HOT SPRINGS                             ,AR                                      ,71901                                   ,PULASKI                                 ,,,,2327223,,,.1076,,,121,44165,14002,4497,27671,,471.33,,2740,1130,5873,,,,,,182,331
040080,01-AUG-12,31-JUL-13,Settled,HARRIS HOSPITAL                         ,1205 MCCAIN STREET                      ,,NEWPORT                                 ,AR                                      ,72112                                   ,JACKSON                                 ,,,,440301,,,.12,,,109,39785,2696,1271,5595,,184.1,,786,538,1862,,,,21,,269,
040084,01-JUL-12,30-JUN-13,Settled,SALINE MEMORIAL HOSPITAL                ,#1 MEDICAL PARK DRIVE                   ,,BENTON                                  ,AR                                      ,72015-                                  ,SALINE                                  ,,,,1360279,,,.0879,,,117,42705,10591,1953,19847,,585.1,,2247,619,4891,,,,,,250,203
040085,01-JAN-12,31-DEC-12,Reopened,HELENA REGIONAL MEDICAL CENTER          ,1801 MARTIN LUTHER KING DRIVE           ,,HELENA                                  ,AR                                      ,72342                                   ,PHILLIPS                                ,,,,408898,,,.12,,,127,46482,2629,1042,5696,,142.9,,667,457,1745,,,,,,,35
040088,01-JUL-12,30-JUN-13,Settled,MEDICAL CENTER OF ARKANSAS              ,700 WEST GROVE                          ,,EL DORADO                               ,AR                                      ,71731                                   ,UNION                                   ,697624,,,1515536,,,.1069,298455,119732,110,40150,7944,1782,15660,6.37,455.51,,2156,792,4737,,,,,,,151
040114,01-JAN-12,31-DEC-12,Settled w/Audit,BAPTIST HEALTH MEDICAL CENTER - LR      ,9601 I-630 EXIT 7                       ,,LITTLE ROCK                             ,AR                                      ,72205-                                  ,PULASKI                                 ,490880,,,10647136,,,.1138,165590,40698,645,236070,63198,11602,155762,5.92,2741.11,,11249,2925,29290,,,,,,321,
040118,01-OCT-11,30-SEP-12,Settled,NEA - BAPTIST MEMORIAL HEALTH           ,3024 STADIUM BOULEVARD                  ,,JONESBORO                               ,AR                                      ,72401                                   ,CRAIGHEAD                               ,7804,,,980448,,,.0483,17122,7389,100,36600,13499,2754,25427,.41,621.52,,2907,661,6304,,,,,,,
040119,01-OCT-11,30-SEP-12,Settled,WHITE RIVER MEDICAL CENTER              ,1710 HARRISON STREET                    ,2197                                    ,BATESVILLE                              ,AR                                      ,72501-                                  ,INDEPENDENCE                            ,,,,4969103,,,.1981,,,148,54168,19899,3897,35691,,919.33,,3421,1278,7576,,,,,,341,227
040132,01-JAN-12,31-DEC-12,Settled,LEO N LEVI MEMORIAL HOSPITAL            ,300 PROSPECT AVENUE                     ,,HOT SPRINGS                             ,AR                                      ,71901                                   ,GARLAND                                 ,,,,,,,,,,13,4758,,,,,,,,,,,,,489,,1443,
040134,01-OCT-11,30-SEP-12,Settled,ARKANSAS HEART HOSPITAL                 ,1701 S. SHACKELFORD ROAD                ,,LITTLE ROCK                             ,AR                                      ,72211                                   ,PULASKI                                 ,,,,,,,,,,112,40992,15251,486,24303,,748.73,,4678,169,7421,,,,,,,
040137,01-JUL-12,30-JUN-13,Settled,ST VINCENT MED CTR SHERWOOD             ,2215 WILDWOOD                           ,,SHERWOOD                                ,AR                                      ,72120                                   ,PULASKI                                 ,,,,,,,,,,58,21170,3523,261,6306,,141.33,,817,78,1763,,,,,,,
040147,01-JAN-12,31-DEC-12,Settled,ARKANSAS SURGICAL HOSPITAL              ,5201 NORTH SHORE DR                     ,,NORTH LITTLE ROCK                       ,AR                                      ,72118-                                  ,PULASKI                                 ,,,,,,,,,,51,18666,3986,195,8089,,196.01,,1595,99,3745,,,,,,,
040152,01-JAN-12,31-DEC-12,Settled,PHYSICIANS SPECIALTY HOSPITAL           ,3873 N PARKVIEW DR                      ,,FAYETTEVILLE                            ,AR                                      ,72703                                   ,WASHINGTON                              ,,,,,,,,,,20,7320,997,16,2270,,152.3,,387,9,990,,,,,,,
040153,25-SEP-12,30-SEP-13,Reopened,WADLEY MEDICAL CENTER AT HOPE           ,2001 SOUTH MAIN                         ,,HOPE                                    ,AR                                      ,71801                                   ,,,,,,,,,,,79,29309,4293,618,6440,,134.94,,730,144,1262,,,,,,,
041300,01-JUL-12,30-JUN-13,Reopened,MERCY HOSPITAL PARIS                    ,500 EAST ACADEMY                        ,,PARIS                                   ,AR                                      ,72855-                                  ,LOGAN                                   ,,,,,,,,,,16,5840,529,20,755,,48.37,,104,10,162,,,,,,,
041302,01-JUL-12,30-JUN-13,Settled w/Audit,DARDANELLE HOSPITAL                     ,300 NORTH THIRD                         ,,DARDANELLE                              ,AR                                      ,72834                                   ,YELL                                    ,,,,,,,,,,25,9125,1623,78,2003,,126.1,,257,26,404,,,,,,179,
041303,01-JUL-12,30-JUN-13,Reopened,MERCY HOSPITAL OZARK                    ,801 WEST RIVER                          ,527                                     ,OZARK                                   ,AR                                      ,72949-                                  ,FRANKLIN                                ,,,,,,,,,,25,9125,951,34,1455,,57.96,,176,12,302,,,,,,,
041304,01-JAN-12,31-DEC-12,Settled,EUREKA SPRINGS HOSPITAL                 ,24 NORRIS STREET                        ,,EUREKA SPRINGS                          ,AR                                      ,72632                                   ,CARROLL                                 ,,,,,,,,,,17,6222,1530,64,1940,,71.22,,172,15,267,,,,,,,
041305,01-JUL-12,30-JUN-13,Settled,MERCY HOSPITAL WALDRON                  ,1341 WEST 6TH ST.                       ,2230                                    ,WALDRON                                 ,AR                                      ,72958-2230                              ,SCOTT                                   ,,,,,,,,,,24,8760,897,87,1427,,44.15,,162,31,296,,,,,,,
041306,01-JAN-12,31-DEC-12,Settled,COMM MEDICAL CENTER OF CALICO ROCK      ,PARK ST                                 ,438                                     ,CALICO ROCK                             ,AR                                      ,72519                                   ,IZARD                                   ,,,,,,,,,,25,9150,1998,47,2463,,76.89,,367,16,527,,,,,,,
041307,01-OCT-11,30-SEP-12,Settled,CROSSRIDGE COMMUNITY HOSPITAL           ,310 SOUTH FALLS BLVD                    ,590                                     ,WYNNE                                   ,AR                                      ,72396-                                  ,CROSS                                   ,,,,,,,,,,15,5475,2219,91,2889,,116.89,,423,39,627,,,,,,,
041308,01-JUL-12,30-JUN-13,Settled w/Audit,MCGEHEE HOSPITAL INC.                   ,GREEN MEADOW ADDITION                   ,351                                     ,MCGEHEE                                 ,AR                                      ,71654-                                  ,DESHA                                   ,,,,,,,,,,25,9125,763,117,1063,,90.66,,169,40,278,,,,,,,
041309,01-JUL-12,30-JUN-13,Settled,LAWRENCE MEMORIAL HOSPITAL              ,1309 W. HWY 25                          ,839                                     ,WALNUT RIDGE                            ,AR                                      ,72476-                                  ,LAWRENCE                                ,,,,,,,,,,25,9125,3963,139,4894,,163.48,,488,44,668,,,,,,,
041310,01-OCT-11,30-SEP-12,Settled,STONE COUNTY MEDICAL CENTER             ,HWY 14 EAST                             ,2300                                    ,MOUNTAIN VIEW                           ,AR                                      ,72560-2300                              ,STONE                                   ,,,,,,,,,,25,9150,2679,77,3674,,133.65,,501,32,758,,,,,,,
041311,01-OCT-11,30-SEP-12,Settled,HOWARD MEMORIAL HOSPITAL                ,8TH & LESLIE                            ,381                                     ,NASHVILLE                               ,AR                                      ,71852-                                  ,HOWARD                                  ,,,,,,,,,,25,9150,2019,125,2729,,124.97,,362,51,592,,,,,,,
041312,01-JAN-12,31-DEC-12,Settled w/Audit,BHMC-HEBER SPRINGS                      ,1800 BYPASS ROAD                        ,,HEBER SPRINGS                           ,AR                                      ,72543-                                  ,CLEBURNE                                ,,,,,,,,,,25,9125,2026,75,2735,,154.43,,523,30,771,,,,,,,
041313,01-JUL-12,30-JUN-13,Settled,OZARK HEALTH  INC                       ,HIGHWAY 65                              ,,CLINTON                                 ,AR                                      ,72031-                                  ,VAN BUREN                               ,,,,,,,,,,25,9125,2423,90,3279,,185.2,,390,32,586,,,,,,,
041314,01-JAN-12,31-DEC-12,Settled,DEWITT HOSPITAL & NURSING HOME  INC     ,HIGHWAY 1 & MADISON                     ,32                                      ,DEWITT                                  ,AR                                      ,72042-                                  ,ARKANSAS                                ,,,,,,,,,,25,9150,952,47,1230,,153.1,,221,15,323,,,,,,,
041316,01-JAN-12,31-DEC-12,Settled,SMC MEDICAL CENTER                      ,LEE & GRANDVIEW STREETS                 ,,OSCEOLA                                 ,AR                                      ,72370                                   ,MISSISSIPPI                             ,,,,,,,,,,25,9150,1659,78,2415,,64.36,,337,37,576,,,,,,,
041317,01-JAN-12,31-DEC-12,Settled,DALLAS COUNTY MEDICAL CENTER            ,201 NORTH CLIFTON                       ,,FORDYCE                                 ,AR                                      ,71742-                                  ,DALLAS                                  ,,,,,,,,,,22,8052,877,102,1233,,86.92,,225,41,372,,,,,,,
041318,01-JUL-12,30-JUN-13,Settled,BOONEVILLE COMMUNITY HOSPITAL           ,880 WEST MAIN                           ,,BOONEVILLE                              ,AR                                      ,72927-0290                              ,LOGAN                                   ,,,,,,,,,,25,9125,939,176,1569,,72.08,,203,63,377,,,,,,,
041319,01-OCT-11,30-SEP-12,Settled,DEQUEEN MEDICAL CENTER                  ,1300 HIGHWAY 70 WEST                    ,,DEQUEEN                                 ,AR                                      ,71832-                                  ,SEVIER                                  ,,,,,,,,,,25,9150,2488,135,2860,,113.82,,339,30,463,,,,,,,172
041320,01-JUL-12,30-JUN-13,Settled,LITTLE RIVER MEMORIAL                   ,5TH & LOCKE STREET                      ,577                                     ,ASHDOWN                                 ,AR                                      ,71822-                                  ,LITTLE RIVER                            ,,,,,,,,,,25,9125,680,43,893,,86.03,,148,15,225,,,,,,,
041321,01-JAN-12,31-DEC-12,Settled,BAPTIST HEALTH MED CTR ARKADELPHIA      ,3050 TWIN RIVERS                        ,,ARKADELPHIA                             ,AR                                      ,71923-                                  ,CLARK                                   ,,,,,,,,,,25,9150,2152,1191,4812,,170.09,,416,588,1146,,,,,,,
041322,01-JUL-12,30-JUN-13,Settled,FULTON COUNTY HOSPITAL                  ,679 N. MAIN STREET                      ,,SALEM                                   ,AR                                      ,72576                                   ,FULTON                                  ,,,,,,,,,,25,9125,3357,105,4523,,123.3,,432,41,694,,,,,,,
041323,01-OCT-11,30-SEP-12,Settled,ASHLEY COUNTY MEDICAL CENTER            ,1015 UNITY ROAD                         ,400                                     ,CROSSETT                                ,AR                                      ,71635-                                  ,ASHLEY                                  ,,,,,,,,,,25,9150,1730,793,3332,,180.29,,392,316,820,,,,,,107,
041324,01-JUL-12,30-JUN-13,Settled,ST. ANTHONYS HEALTHCARE CENTER          ,#4 HOSPITAL DRIVE                       ,,MORRILTON                               ,AR                                      ,72110-                                  ,CONWAY                                  ,,,,,,,,,,23,8395,2074,196,3334,,105.89,,399,66,803,,,,,,,
041326,01-JUL-12,30-JUN-13,Reopened,DELTA MEMORIAL HOSPITAL                 ,300 EAST PICKENS                        ,126                                     ,DUMAS                                   ,AR                                      ,71639                                   ,DESHA                                   ,,,,,,,,,,25,9125,1602,472,3794,,122.08,,326,187,965,,,,,,,
041327,01-OCT-11,30-SEP-12,Settled,BRADLEY COUNTY MEDICAL CENTER           ,404 S BRADLEY                           ,,WARREN                                  ,AR                                      ,71671-                                  ,BRADLEY                                 ,,,,,,,,,,25,9150,2664,531,4118,,150.39,,603,304,1221,,,,,,163,
041328,01-APR-12,31-MAR-13,Reopened,CHICOT MEMORIAL MEDICAL CENTER          ,CHICOT MEMORIAL MEDICAL CENTER          ,512                                     ,LAKE VILLAGE                            ,AR                                      ,71653                                   ,CHICOT                                  ,,,,,,,,,,25,9125,2578,748,4391,,148.09,,516,277,996,,,,,,,
041329,01-JUL-12,30-JUN-13,Settled,MERCY HOSPITAL BERRYVILLE               ,214 CARTER STREET                       ,,BERRYVILLE                              ,AR                                      ,72616-                                  ,CARROLL                                 ,,,,,,,,,,25,9125,1549,224,3092,,141.2,,293,71,729,,,,,,,
041330,01-JAN-12,31-DEC-12,Settled,PIGGOTT COMMUNITY HOSPITAL              ,1206 GORDON DUCKWORTH DRIVE             ,,PIGGOTT                                 ,AR                                      ,72454-                                  ,CLAY                                    ,,,,,,,,,,25,9150,3941,98,4644,,139.04,,470,31,650,,,,,,,
041331,01-JAN-12,31-DEC-12,Settled,OZARKS COMMUNITY HOSPITAL OF GRAVETT    ,1101 JACKSON STREET  SW                 ,,GRAVETTE                                ,AR                                      ,72736-                                  ,BENTON                                  ,,,,,,,,,,25,9150,874,99,1779,,132.07,,256,41,574,,,,,,,
042000,01-MAR-12,28-FEB-13,Settled,SSH - LITTLE ROCK                       ,TWO STREET VINCENT CIRCLE 6TH FLOOR     ,,LITTLE ROCK                             ,AR                                      ,72205                                   ,PULASKI                                 ,,,,,,,,,,43,15695,7730,,11095,,102.04,,294,,407,,,,,,,
042004,01-OCT-11,30-SEP-12,Settled,ADVANCE CARE HOSPITAL                   ,300 WERNER STREET                       ,,HOT SPRINGS                             ,AR                                      ,71913-                                  ,GARLAND                                 ,,,,,,,,,,27,9882,3333,,6859,,40.21,,129,,236,,,,,,,
042006,01-SEP-12,31-AUG-13,Settled,SSH - FORT SMITH                        ,1001 TOWSON AVE                         ,,FORT SMITH                              ,AR                                      ,72901                                   ,SEBASTIAN                               ,,,,,,,,,,34,12410,8404,,10857,,78.19,,331,,418,,,,,,,
042008,01-DEC-11,30-NOV-12,Settled,ADVANCE CARE HOSPITAL                   ,7301 ROGERS AVE.  4TH FLOOR             ,,FORT SMITH                              ,AR                                      ,72917                                   ,SEBASTIAN                               ,,,,,,,,,,25,9150,4006,,6603,,54.72,,152,,245,,,,,,,
042009,01-JUN-12,31-MAY-13,Settled,RH OF NORTHWESTARKANSAS  LLC            ,1125 NORTH COLLEGE AVENUE               ,,FAYETTVILLE                             ,AR                                      ,72703                                   ,WASHINGTON                              ,,,,,,,,,,50,18250,7502,,11055,,113.35,,285,,429,,,,,,,
042010,01-JUN-12,31-OCT-12,Settled,ALLEGIANCE SPECIALTY HOSPITAL OF LIT    ,11401 INTERSTATE 30  2ND FLOOR          ,,LITTLE ROCK                             ,AR                                      ,72209                                   ,PULASKI                                 ,,,,,,,,,,40,6120,2658,,2898,,60.51,,97,,110,,,,,,,
042011,01-OCT-11,30-SEP-12,Settled,ADVANCE CARE HOSP OF WHITE CO           ,1200 SOUTH MAIN STREET                  ,,SEARCY                                  ,AR                                      ,72143-                                  ,WHITE                                   ,,,,,,,,,,27,9855,4471,,5448,,67.23,,156,,189,,,,,,,
042012,01-JAN-12,31-DEC-12,Settled,BAPTIST HEALTH EXTENDED CARE            ,9601 INTERSTATE 630 EXIT 7              ,,LITTLE ROCK                             ,AR                                      ,72205-7299                              ,PULASKI                                 ,,,,,,,,,,37,13542,5417,5,8163,,85.51,,189,1,285,,,,,,,
043026,01-JAN-12,31-DEC-12,Reopened,BAPTIST HEALTH REHABILITATION INSTIT    ,9601  INTERSTATE 630 EXIT 7             ,,LITTLE ROCK                             ,AR                                      ,72205                                   ,PULASKI                                 ,,,,,,,,,6,120,43920,11503,1376,21565,3.25,258.46,,996,128,1786,,,,,,,
043028,01-JUN-12,31-MAY-13,Reopened,HEALTHSOUTH REHAB OF FORT SMITH         ,1401 SOUTH J STREET                     ,,FORT SMITH                              ,AR                                      ,72901                                   ,SEBASTIAN                               ,,,,,,,,,,80,29200,11343,319,14706,,125.59,,1007,76,1303,,,,,,,
043029,01-JAN-12,31-JAN-13,Reopened,HEALTHSOUTH REHABILITATION HOSPITAL     ,1201 FLEMING AVE                        ,,JONESBORO                               ,AR                                      ,72401                                   ,CRAIGHEAD                               ,,,,,,,,,,67,26599,15962,639,19627,,155.53,,1286,68,1610,,,,,,,
043031,01-JAN-12,31-DEC-12,Settled,ST VINCENT REHABILITATION HOSPITAL      ,2201 WILDWOOD AVE                       ,,SHERWOOD                                ,AR                                      ,72120                                   ,PULASKI                                 ,,,,,,,,,,60,23639,13976,710,17920,,154.51,,1199,66,1515,,,,,,,
043032,01-JAN-12,31-DEC-12,Settled,HEALTHSOUTH REHABILITATION HOSPITAL     ,153 EAST MONTE PAINTER DRIVE            ,,FAYETTEVILLE                            ,AR                                      ,72703                                   ,WASHINGTON                              ,,,,,,,,,,60,21960,10239,443,15106,,112.91,,842,36,1205,,,,,,,
043033,01-JAN-12,31-DEC-12,Settled,CONWAY REGIONAL REHABILITATION HOSPI    ,2210 ROBNINSON AVE                      ,,CONWAY                                  ,AR                                      ,72034                                   ,FAULKNER                                ,,,,,,,,,,26,9516,4165,76,5242,,33.03,,372,9,467,,,,,,,
043034,01-NOV-11,31-OCT-12,Settled,SOUTHEAST REHAB LLC                     ,2918 LOUIS SESSIONS ST                  ,,LAKE VILLAGE                            ,AR                                      ,71653-6049                              ,CHICOT                                  ,,,,,,,,,,15,5490,2149,47,2329,,34.72,,180,5,199,,,,,,,
043300,01-JUL-12,30-JUN-13,Settled,ARKANSAS CHILDRENS HOSPITAL             ,1 CHILDRENS WAY                         ,,LITTLE ROCK                             ,AR                                      ,72202-                                  ,PULASKI                                 ,,,,,,,,,13777,331,120815,836,17805,80427,160.33,3747.96,,85,3332,8598,,,,,,,
044004,01-JAN-12,31-DEC-12,Settled,VISTA HEALTH FAYETTEVILLE               ,4253 CROSSOVER ROAD                     ,,FAYETTEVILLE                            ,AR                                      ,72703-                                  ,WASHINGTON                              ,,,,,,,,,,92,33672,5181,3507,29363,,303.8,,546,503,2091,,,,,,,
044005,01-JAN-12,31-DEC-12,Settled,THE BRIDGEWAY                           ,21 BRIDGEWAY ROAD                       ,,LITTLE ROCK                             ,AR                                      ,72113                                   ,PULASKI                                 ,,,,,,,,,,103,37698,9136,10246,30898,,165.4,,1002,944,4054,,,,,,,
044006,01-JAN-12,30-SEP-12,Settled,VISTA HEALTH FORT SMITH                 ,7301 ROGERS AVENUE                      ,,FORT SMITHLE                            ,AR                                      ,72917-                                  ,SEBASTIANN                              ,,,,,,,,,,30,8190,985,1255,6536,,181.2,,132,190,980,,,,,,1,75
044007,01-JAN-12,31-DEC-12,Settled,RIVENDELL ARKANSAS                      ,100 RIVENDELL DRIVE                     ,,BENTON                                  ,AR                                      ,72015                                   ,PULASKI                                 ,,,,,,,,,,77,28105,2047,16424,24378,,119.01,,212,1116,2188,,,,,,,
044011,01-JUL-12,30-JUN-13,Reopened,ARKANSAS STATE HOSPITAL                 ,305 SOUTH PALM                          ,4096                                    ,LITTLE ROCK                             ,AR                                      ,72205-4096                              ,PULASKI                                 ,,,,,,,,,,230,83950,4360,4096,73654,,606.32,,101,9,643,,,,,,,
044019,01-JAN-12,31-DEC-12,Settled,SPRINGWOODS BEHAVIORAL HEALTH           ,1955 W. TRUCKERS DRIVE                  ,,FAYETTEVILLE                            ,AR                                      ,72704                                   ,WASHINGTON                              ,,,,,,,,,,80,29280,5189,7754,18957,,119.89,,486,462,2045,,,,,,,
044020,01-JAN-12,31-DEC-12,Settled,VISTA HEALTH - TEXARKANA                ,701 ARKANSAS BLVD                       ,,TEXARKANA                               ,AR                                      ,72854-                                  ,MILLER                                  ,,,,,,,,,,120,43920,1015,1786,14282,,138.5,,87,297,773,,,,,,,
050002,01-OCT-11,30-SEP-12,Settled,ST ROSE HOSPITAL                        ,27200 CALAROGA AVENUE                   ,,HAYWARD                                 ,CA                                      ,94545-4383                              ,ALAMEDA                                 ,,,,9143635,,,.3959,,,195,71370,12197,6141,32066,,747.33,,2086,1117,6678,,,,,,,
050006,01-JUL-12,30-JUN-13,Settled,ST JOSEPH HOSPITAL - EUREKA             ,2700 DOLBEER                            ,,EUREKA                                  ,CA                                      ,95501                                   ,HUMBOLDT                                ,,,,4967979,,,.1647,,,145,52973,12559,6542,26731,,793.14,,2578,1381,6094,,,,,,,185
050007,01-JAN-12,31-DEC-12,Settled w/Audit,MILLS PENINSULA MEDICAL CENTER          ,1783 EL CAMINO REAL                     ,,BURLINGAME                              ,CA                                      ,94010-                                  ,SAN MATEO                               ,,,,2116486,,,.0491,,,262,95892,17128,2271,49338,,1602.92,,3576,326,11701,,,,,,1487,
050008,01-JAN-12,31-DEC-12,Settled,CPMC-R.K. DAVIES MEDICAL CENTER         ,CASTRO & DUBOCE STREETS                 ,7999                                    ,SAN FRANCISCO                           ,CA                                      ,94120-                                  ,SAN FRANCISCO                           ,102659,,,1235694,,,.1043,44569,6109,114,41724,5951,1365,16834,2.1,519.44,,927,6,3280,,,,,,,507
050009,01-JUL-12,30-JUN-13,Reopened,QUEEN OF THE VALLEY MEDICAL CENTER      ,1000 TRANCAS STREET                     ,,NAPA                                    ,CA                                      ,94558                                   ,NAPA                                    ,,,,5047474,,,.1274,,,181,66065,15236,3094,33439,,986.66,,3015,515,7423,,,,,,,228
050013,01-JAN-12,31-DEC-12,Settled w/Audit,ST. HELENA HOSPITAL                     ,650 SANITARIUM ROAD                     ,250                                     ,DEER PARK                               ,CA                                      ,94576                                   ,NAPA                                    ,,,,7508803,,,.2236,,,151,55266,10709,2438,24273,,871.4,,2377,453,5655,,,,,,,
050014,01-JAN-12,31-DEC-12,Settled,SUTTER AMADOR HOSPITAL                  ,200 MISSION BLVD                        ,,JACKSON                                 ,CA                                      ,95642-2198                              ,AMADOR                                  ,,,,986762,,,.1129,,,42,15372,4386,1478,7762,,234.81,,1059,474,2360,,,,,,,
050016,01-JUL-12,09-JAN-13,Settled,ARROYO GRANDE COMMUNITY HOSPITAL        ,345 SOUTH HALCYON ROAD                  ,,ARROYO GRANDE                           ,CA                                      ,93420                                   ,SAN LUIS OBISPO                         ,,,,,,,,,,53,19345,2067,99,7578,,255,,573,19,2273,,,,,4,,369
050017,01-JUL-12,30-JUN-13,As Submitted,MERCY GENERAL HOSPITAL                  ,4001 J STREET                           ,,SACRAMENTO                              ,CA                                      ,95819                                   ,SACRAMENTO                              ,1348394,,,13451197,,,.2162,197533,47980,274,100010,19025,7427,67676,6.5,1657.05,,4131,1873,15879,,,,,64,,510
050018,01-JAN-12,31-DEC-12,Reopened,PACIFIC ALLIANCE MEDICAL CENTER         ,531 WEST COLLEGE STREET                 ,,LOS ANGELES                             ,CA                                      ,90012                                   ,LOS ANGELES                             ,,,,8355023,,,.8653,,,119,43554,5788,18972,28389,,473.31,,1246,1916,6713,,,,,7,,225
050022,01-MAY-12,30-APR-13,Settled w/Audit,RIVERSIDE COMMUNITY HOSPITAL            ,4445 MAGNOLIA AVENUE                    ,,RIVERSIDE                               ,CA                                      ,92501                                   ,RIVERSIDE                               ,,,,12928855,,,.2839,,,373,136145,27355,20293,108440,,1544,,4267,2578,21901,,,,,,,
050024,01-JAN-12,31-DEC-12,Reopened,PARADISE VALLEY HOSPITAL                ,2400  EAST 4TH STREET                   ,,NATIONAL CITY                           ,CA                                      ,91950                                   ,SAN DIEGO                               ,,,,14736687,,,.4679,,,269,98454,24488,15769,53144,,834.56,,4071,3297,10702,,,,,9,,197
050025,01-JUL-12,30-JUN-13,As Submitted,UCSD MEDICAL CENTER                     ,R                                       ,,SAN DIEGO                               ,CA                                      ,92103                                   ,SAN DIEGO                               ,25490955,,,22415435,,,.2952,4911264,2287554,527,192355,35207,32699,149339,379.21,5279.02,,6201,3954,25955,,,,326,,1033,
050026,01-OCT-11,30-SEP-12,Reopened,GROSSMONT HOSPITAL                      ,5555 GROSSMONT CENTER DRIVE             ,,LA MESA                                 ,CA                                      ,91942-                                  ,SAN DIEGO                               ,,,,20025362,,,.2755,,,461,168726,34691,39328,111782,,2694,,7788,3916,27918,,,,422,,1471,
050028,01-JUL-12,30-JUN-13,Settled,MAD RIVER COMMUNITY HOSPITAL            ,3800 JANES ROAD                         ,,ARCATA                                  ,CA                                      ,95521                                   ,HUMBOLDT                                ,,,,521290,,,.12,,,78,28470,3145,2888,9317,,365.97,,557,598,2126,,,,,,,
050030,01-DEC-11,30-NOV-12,Reopened,OROVILLE HOSPITAL                       ,2767 OLIVE HIGHWAY                      ,,OROVILLE                                ,CA                                      ,95965-                                  ,BUTTE                                   ,,,,7361520,,,.2528,,,133,48678,15902,10023,34525,,198.44,,3632,2835,9538,,,,,,,
050036,01-JUL-12,30-JUN-13,Settled,MEMORIAL HOSPITAL                       ,420 34TH STREET                         ,1888                                    ,BAKERSFIELD                             ,CA                                      ,93303                                   ,KERN                                    ,,,,12484520,,,.3933,,,426,154517,15996,10574,70569,,1374.85,,3074,1693,16113,,,,,,,
050038,01-JUL-12,30-JUN-13,Amended,SANTA CLARA VALLEY MEDICAL CENTER       ,751 SOUTH BASCOM AVE                    ,,SAN JOSE                                ,CA                                      ,95128-                                  ,SANTA CLARA                             ,5088247,,,15782752,,,.5318,1844130,990050,461,168265,12240,30123,95186,173.62,4791.84,,2322,6271,18746,,,,436,105,1284,556
050039,01-JUL-12,30-JUN-13,Reopened,ENLOE MEDICAL CENTER                    ,1531 ESPLANADE                          ,,CHICO                                   ,CA                                      ,95926                                   ,BUTTE                                   ,,,,8380897,,,.1227,,,258,86890,33529,10684,61456,,1956.88,,6821,2626,13967,,,,,,,500
050040,01-JUL-12,30-JUN-13,Settled w/Audit,LAC OLIVE VIEW/UCLA MEDICAL CENTER      ,14445 OLIVE VIEW DR                     ,,SYLMARE                                 ,CA                                      ,91342                                   ,LOS ANGELES                             ,1666756,,,2972103,,,.5592,951552,705408,237,86505,3260,37081,56576,165.17,2209,,647,4852,12745,,,,263,,890,
050042,01-JUL-12,30-JUN-13,Settled,ST ELIZABETH  COMMUNITY HOSPTIAL        ,2550 SISTER MARY COLUMBIA DRIVE         ,,RED BLUFF                               ,CA                                      ,96080                                   ,TEHAMA                                  ,,,,1115786,,,.12,,,76,27740,3530,3164,9024,,331.54,,1138,1201,2989,,,,,,,
