PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
100200,01-JUL-15,30-JUN-16,As Submitted,BROWARD HEALTH IMPERIAL POINT           ,6401 N FEDERAL HIGHWAY                  ,,FT. LAUDERDALE                          ,FL                                      ,33308-                                  ,BROWARD                                 ,,,,152531,,,.0587,,,140,51240,6507,1107,26710,,644.97,,1426,229,6058,,,,53,,2031,
100204,01-MAR-15,29-FEB-16,Amended,NORTH FLORIDA REG MED CNTR              ,6500 NEWBERRY ROAD                      ,,GAINESVILLE                             ,FL                                      ,32605-                                  ,ALACHUA                                 ,843067,,,2106748,,,.0916,,,394,144204,47669,4067,100484,6.15,1491.81,,11546,747,24724,,,,60,,941,
100206,01-NOV-14,31-OCT-15,As Submitted,MEMORIAL HOSPITAL OF TAMPA              ,2901 SWANN AVENUE                       ,,TAMPA                                   ,FL                                      ,33609                                   ,HILLSBOURGH                             ,,,,111458,,,.0443,,,147,53655,7967,247,17959,,349.97,,1498,58,3911,195,,,124,,1706,
100209,01-JAN-15,31-DEC-15,As Submitted,KENDALL REGIONAL MEDICAL CENTER         ,11750 BIRD ROAD                         ,,MIAMI                                   ,FL                                      ,33175-                                  ,DADE                                    ,1368414,,,3074762,,,.4034,1031633,101489,394,143810,17544,10455,108504,31.13,1542.04,,3416,1339,23493,,,,202,,1531,
100211,01-OCT-14,30-SEP-15,As Submitted,PASCO REGIONAL MEDICAL CENTER           ,13100 FORT KING ROAD                    ,,DADE CITY                               ,FL                                      ,33525                                   ,PASCO                                   ,,,,49448,,,.0306,,,120,43800,3423,465,9712,,251.33,,879,65,2581,,,,,,,
100212,01-SEP-15,31-AUG-16,As Submitted,OCALA REGIONAL MEDICAL CENTER           ,1431 SW 1ST AVENUE                      ,,OCALA                                   ,FL                                      ,34474                                   ,MARION                                  ,2287415,,,962304,,,.055,757917,178925,316,113906,39435,5974,97448,17.82,1269.67,,8485,554,20317,1417,,,,,,
100213,01-MAY-15,30-APR-16,As Submitted,BLAKE MEDICAL CENTER                    ,2020 59TH STREET                        ,,BRADENTON                               ,FL                                      ,34209                                   ,MANATEE                                 ,,,,,,,,,,342,125231,33672,2989,71145,,1015,,7186,633,15470,462,,,,,,607
100217,01-OCT-14,30-SEP-15,As Submitted,SEBASTIAN RIVER MEDICAL CENTER          ,13695 US HIGHWAY 1                      ,,SEBASTIAN                               ,FL                                      ,32958                                   ,INDIAN RIVER                            ,,,,,,,,,,121,44165,12509,1303,24328,,411.78,,2442,290,5451,,,,,,,
100220,01-OCT-14,30-SEP-15,Amended,GULF COAST MEDICAL CENTER               ,13681 DOCTORS WAY                       ,,FORT MYERS                              ,FL                                      ,33912-                                  ,LEE                                     ,,,,1382076,,,.0675,,,349,127385,50908,7389,109999,,1700,,9836,5000,23052,,,,,,,
100223,01-JUN-15,31-MAY-16,As Submitted,FORT WALTON BEACH MEDICAL CENTER        ,1000 MAR-WALT DRIVE                     ,,FORT WALTON BEACH                       ,FL                                      ,32547                                   ,OKALOOSA                                ,,,,1221751,,,.1374,,,189,69174,19874,5894,48037,,670.18,,4144,1294,10567,,,,,,1925,420
100224,01-MAY-15,30-APR-16,As Submitted,UNIVERSITY HOSPITAL                     ,7201 UNIVERSITY DRIVE                   ,,TAMARAC                                 ,FL                                      ,33321-                                  ,BROWARD                                 ,359021,,,143995,,,.0316,557288,73945,245,89670,12457,1011,35068,10.69,500.17,,2671,238,8274,,,,141,,3785,
100226,01-JUL-15,30-JUN-16,As Submitted,ORANGE PARK MEDICAL CENTER              ,2001 KINGSLEY AVENUE                    ,,ORANGE PARK                             ,FL                                      ,32073-                                  ,CLAY                                    ,1665070,,,1840469,,,.1592,572000,142304,273,99918,27401,4026,78507,17.51,1073.88,,5796,882,17966,,,,18,,1488,
100228,01-FEB-15,31-JAN-16,As Submitted,WESTSIDE REGIONAL MEDICAL CENTER        ,8201 WEST BROWARD BOULEVARD             ,,PLANTATION                              ,FL                                      ,33324-                                  ,BROWARD                                 ,464484,,,298633,,,.0432,283072,40816,224,81760,18285,2978,64149,5.55,749.45,,3518,341,14093,,,,,,,
100230,01-MAY-15,30-APR-16,As Submitted,MEMORIAL HOSPITAL PEMBROKE              ,7800 SHERIDAN STREET                    ,,PEMBROKE PINES                          ,FL                                      ,33024                                   ,BROWARD                                 ,,,,368625,,,.155,,,301,101458,6790,1999,29068,1.21,830.8,,1237,410,6722,,,,,,,
100231,01-JUN-15,31-MAY-16,As Submitted,WEST FLORIDA HOSPITAL                   ,8232 NORTH DAVIS HWY                    ,,PENSACOLA                               ,FL                                      ,32523-                                  ,ESCAMBIA                                ,,,,543687,,,.0451,,,400,146400,29315,2394,56857,,934.76,,6538,424,13024,,,,237,80,2795,618
100232,01-MAR-15,30-APR-15,As Submitted,PUTNAM COMMUNITY MEDICAL CENTER         ,HIGHWAY 20 WEST                         ,,PALATKA                                 ,FL                                      ,32177                                   ,PUTNAM                                  ,,,,61164,,,.0877,,,99,6039,2052,43,3470,,445.95,,418,19,792,,,,,,,
100232,01-MAY-15,31-AUG-15,As Submitted,PUTNAM COMMUNITY MEDICAL CENTER         ,611 ZEAGLER DRIVE                       ,,PALATKA                                 ,FL                                      ,32177                                   ,PUTNAM                                  ,,,,133640,,,.0982,,,99,12177,3451,252,6643,,414.96,,832,89,1631,,,,,,,
100232,01-SEP-15,31-AUG-16,As Submitted,PUTNAM COMMUNITY MEDICAL CENTER         ,611 ZEAGLER DRIVE                       ,,PALATKA                                 ,FL                                      ,32177                                   ,PUTNAM                                  ,,,,426153,,,.1013,,,99,36234,10923,805,19699,,386.87,,2469,224,4917,,,,,,,
100234,01-JUL-15,31-MAR-16,As Submitted,WEST PALM HOSPITAL                      ,2201 45TH STREET                        ,,WEST PALM BEACH                         ,FL                                      ,33407                                   ,PALM BEACH                              ,126232,,,359190,,,.2419,151154,44580,168,46200,3362,1139,17885,16.31,418.39,,784,208,4265,1071,,,196,,2872,
100236,01-JAN-15,31-DEC-15,As Submitted,FAWCETT MEMORIAL HOSPITAL               ,21298 OLEAN BLVD                        ,,PORT CHARLOTTE                          ,FL                                      ,33952                                   ,CHARLOTTE                               ,,,,,,,,,,217,79205,31547,1637,56977,,741.56,,5970,235,11201,336,,,,,,411
100238,01-OCT-14,30-SEP-15,Amended,NORTHSIDE HOSPITAL                      ,6000 49TH STREET NORTH                  ,,ST PETERSBURG                           ,FL                                      ,33709                                   ,PINELLAS                                ,2181673,,,556268,,,.0685,1169615,207960,215,77551,19670,2845,49643,35.73,728.87,,3709,312,10042,652,,,,,,
100240,01-JUN-15,31-MAY-16,As Submitted,ANNE BATES LEACH EYE HOSPITAL           ,900 NW 17TH STREET                      ,,MIAMI                                   ,FL                                      ,33136-                                  ,MIAMI-DADE                              ,9421,,,,,,,6824,358149,56,20496,34,,168,21.59,571.89,,11,,56,,,,,,,
100242,01-FEB-15,31-JAN-16,As Submitted,GULF COAST REGIONAL MEDICAL CENTER      ,449 WEST 23RD STREET                    ,,PANAMA CITY                             ,FL                                      ,32404                                   ,BAY                                     ,,,,1767541,,,.2202,,,216,79364,18703,3829,55987,,751.36,,4131,677,12861,3140,,,,,,
100243,01-JAN-15,31-DEC-15,As Submitted,BRANDON REGIONAL HOSPITAL               ,119 OAKFIELD DRIVE                      ,,BRANDON                                 ,FL                                      ,33511                                   ,HILLSBOROUGH                            ,655949,,,1608021,,,.1454,,,397,145149,27447,4388,101973,10.08,1518.9,,5439,1138,23155,3919,,,,,1504,
100244,01-OCT-14,30-SEP-15,As Submitted,CAPE CORAL HOSPITAL                     ,636 DEL PRADO BLVD.                     ,,CAPE CORAL                              ,FL                                      ,33990-                                  ,LEE                                     ,,,,655064,,,.0546,,,291,106215,31848,5215,74758,,1507,,6842,670,17227,1530,,,,,,
100246,01-OCT-14,30-SEP-15,As Submitted,LAWNWOOD REGIONAL MEDICAL CENTER        ,1700 SOUTH 23RD STREET                  ,188                                     ,FT. PIERCE                              ,FL                                      ,34950-                                  ,ST. LUCIE                               ,,,,2052178,,,.187,,,312,113880,28197,8689,88372,1.59,1035.2,,5551,1353,17972,3827,,,75,40,1149,757
100248,01-MAR-15,29-FEB-16,As Submitted,LARGO MEDICAL CENTER                    ,201 14TH STREET                         ,,LARGO                                   ,FL                                      ,33770                                   ,PINELLAS                                ,9175632,,,,,,,4581657,629207,262,95892,29877,2218,75108,111.92,1165.46,,5944,443,16252,1213,,,123,23,2727,529
100249,01-JUN-15,31-MAY-16,As Submitted,SEVEN RIVERS REGIONAL MEDICAL CENTER    ,6201 N. SUNCOAST BLVD                   ,,CRYSTAL RIVER                           ,FL                                      ,34428                                   ,CITRUS                                  ,,,,234442,,,.0411,,,112,40992,12543,1045,23711,,410.24,,2993,786,5948,,,,,4,,159
100252,01-MAY-15,30-APR-16,As Submitted,RAULERSON HOSPITAL                      ,1796 HIGHWAY 441 NORTH                  ,,OKEECHOBEE                              ,FL                                      ,34972-                                  ,OKEECHOBEE                              ,,,,,,,,,,100,37332,9301,1206,20544,,333.68,,2054,303,5071,431,,,,,,
100253,01-OCT-14,30-SEP-15,As Submitted,JUPITER MEDICAL CENTER                  ,1210 SOUTH OLD DIXIE HWY                ,,JUPITER                                 ,FL                                      ,33458                                   ,PALM BEACH                              ,,,,,,,,,,195,71175,20970,776,47434,,1067.54,,4198,220,11615,323,,,,,,
100254,01-MAY-15,30-APR-16,As Submitted,CAPITAL REGIONAL MEDICAL CENTER         ,2626 CAPITAL MEDICAL BLVD               ,,TALLAHASSEE                             ,FL                                      ,32308                                   ,LEON                                    ,,,,1084031,,,.1664,,,242,88572,17650,2788,53309,,728.71,,3911,579,12864,,,,27,,733,
100255,01-NOV-14,31-OCT-15,As Submitted,TAMPA COMMUNITY HOSPITAL                ,6001 WEBB ROAD                          ,,TAMPA                                   ,FL                                      ,33615                                   ,HILLSBOROUGH                            ,,,,300670,,,.1529,,,166,60590,6425,730,17075,,330.88,,1137,249,3965,409,,,,,1106,
100256,01-MAR-15,29-FEB-16,As Submitted,REGIONAL MEDICAL CENTRE BAYONET POIN    ,14000 FIVAY ROAD                        ,,HUDSON                                  ,FL                                      ,34667                                   ,PASCO                                   ,1414623,,,461401,,,.0455,725657,145833,278,101748,24877,3447,69714,17.2,939.97,,5139,449,14639,1748,,,,,,
100258,01-JAN-15,31-DEC-15,As Submitted,DELRAY MEDICAL CENTER                   ,5352 LINTON BLVD.                       ,,DELRAY BEACH                            ,FL                                      ,33484                                   ,PALM BEACH                              ,1212985,,,,,,,541764,97972,347,126655,43056,3712,79533,10.29,1114.94,,8473,332,16757,449,181,,62,9,2224,986
100259,01-SEP-15,31-AUG-16,As Submitted,SOUTH BAY HOSPITAL                      ,4016 SUN CITY CENTER BLD                ,,SUN CITY CENTER                         ,FL                                      ,33573-                                  ,HILLSBOROUGH                            ,,,,,,,,,,112,40992,14710,426,26757,,360.9,,3356,110,6296,155,,,,,,
100260,01-OCT-14,30-SEP-15,As Submitted,ST. LUCIE MEDICAL CENTER                ,1800 S.E. TIFFANY AVE                   ,,PORT ST. LUCIE                          ,FL                                      ,34952-                                  ,ST. LUCIE                               ,3640659,,,391679,,,.0392,1721217,174741,207,75555,25227,2188,53651,36.47,669.27,,5306,584,12408,,,,,,970,
100264,01-MAR-15,29-FEB-16,As Submitted,OAK HILL HOSPITAL                       ,11375 CORTEZ BLVD                       ,,SPRING HILL                             ,FL                                      ,34613-                                  ,HERNANDO                                ,1671110,,,,,,,894298,124052,262,95892,31977,1698,66663,16.15,953.02,,6428,310,13935,557,,,,,,
100265,01-JAN-15,31-DEC-15,Amended,MEASE HOSPITAL COUNTRYSIDE              ,3231 NORTH MCMULLEN BOOTH RD            ,,SAFETY HARBOR                           ,FL                                      ,33761-2045                              ,PINELLAS                                ,,,,562558,,,.0535,,,311,113515,28506,8229,79428,,1452,,6109,404,17788,1705,,,,,,
100266,01-OCT-14,30-SEP-15,As Submitted,GULF BREEZE HOSPITAL                    ,1100 GULF BREEZE PARKWAY                ,,GULF BREEZE                             ,FL                                      ,32561                                   ,SANTA ROSA                              ,,,,,,,,,,65,23725,7725,350,16268,,446.49,,1983,84,4169,104,,,,,,
100267,01-JAN-15,31-DEC-15,As Submitted,ENGLEWOOD COMMUNITY HOSPITAL            ,700 MEDICAL BLVD                        ,,ENGLEWOOD                               ,FL                                      ,34223                                   ,SARASOTA                                ,,,,,,,,,,100,36500,6850,352,12088,,247.13,,1939,86,3389,45,,,,,,
100268,01-JAN-15,31-DEC-15,Amended,WEST BOCA MEDICAL CENTER                ,21644 STATE ROAD 7                      ,,BOCA RATON                              ,FL                                      ,33428                                   ,PALM BEACH                              ,,,,549470,,,.1634,,,195,71175,8746,5000,44735,,598,,2090,380,10764,1664,,,,,,
100269,01-JUN-15,31-MAY-16,As Submitted,PALMS WEST HOSPITAL                     ,13001 STATE ROAD 80                     ,1150                                    ,LOXAHATCHEE                             ,FL                                      ,33470-                                  ,PALM BEACH                              ,667960,,,1062748,,,.2387,390239,44838,204,74664,12366,5758,62317,20.79,741.82,,2353,820,14125,,,,,,,
100271,01-JUL-15,30-JUN-16,As Submitted,H. LEE MOFFITT CANCER CENTER            ,12902 MAGNOLIA DRIVE                    ,,TAMPA                                   ,FL                                      ,33612                                   ,HILLSBOROUGH                            ,,,,,,,,,859102,206,75190,20051,2221,58796,104.11,2793,,3160,393,9332,,,,,,,
100275,01-JAN-15,31-DEC-15,Amended,WELLINGTON REGL MEDICAL CENTER          ,10101 FOREST HILL BOULEVARD             ,024627                                  ,WEST PALM BEACH                         ,FL                                      ,33414-                                  ,PALM BEACH                              ,835566,,,749684,,,.1764,471287,144318,233,77101,10167,6320,52729,17.63,884.16,,2123,740,11249,,,,,,,
100276,01-JUL-15,30-JUN-16,As Submitted,BROWARD HEALTH CORAL SPRINGS            ,3000 CORAL HILLS DRIVE                  ,,CORAL SPRINGS                           ,FL                                      ,33065-                                  ,BROWARD                                 ,53354,,,635080,,,.2094,46051,14577,196,71736,7389,4890,48180,1.7,946.82,,1683,1365,12228,40,,,,,,
100277,01-JUL-15,30-JUN-16,As Submitted,MIAMI JEWISH HEALTH SYSTEMS  INC.       ,5200 N.E. 2ND AVENUE                    ,,MIAMI                                   ,FL                                      ,33137                                   ,MIAMI-DADE                              ,,,,,,,,,,32,11712,448,,2027,,348,,114,,302,,,,,,,
100281,01-MAY-15,30-APR-16,As Submitted,MEMORIAL HOSPITAL WEST                  ,703 N. FLAMINGO ROAD                    ,,PEMBROKE PINES                          ,FL                                      ,33028                                   ,BROWARD                                 ,,,,1472969,,,.1862,,,384,140544,22002,5001,106097,.3,2183.2,,3794,1055,20465,,,,,,,
100284,01-JAN-15,31-DEC-15,As Submitted,WESTCHESTER GENERAL HOSPITAL            ,2500  SW 75 TH AVE                      ,,MIAMI                                   ,FL                                      ,33155                                   ,DADE                                    ,1172375,,,1832124,,,.5154,803081,62272,125,45625,16067,827,33536,32.27,544.48,,2359,131,5757,1389,1251,,103,,3211,
100285,01-MAY-15,30-APR-16,As Submitted,MEMORIAL HOSPITAL MIRAMAR               ,1901 SW 172ND AVENUE                    ,,MIRAMAR                                 ,FL                                      ,33029                                   ,BROWARD                                 ,,,,569528,,,.333,,,178,65148,3966,1945,38320,.16,857.8,,976,609,8851,,,,,,,
100286,01-OCT-14,30-SEP-15,As Submitted,PHYSICIANS REGIONAL MEDICAL CENTER      ,6101 PINE RIDGE ROAD                    ,,NAPLES                                  ,FL                                      ,34119                                   ,COLLIER                                 ,,,,,,,,,,201,73365,18866,1530,35850,,885.94,,4594,613,9107,,,,,,,
100287,01-JUN-15,31-MAY-16,As Submitted,GOOD SAMARITAN HOSPITAL                 ,1309 NORTH FLAGLER DRIVE                ,,WEST PALM BEACH                         ,FL                                      ,33401                                   ,PALM BEACH                              ,,,,961003,,,.1372,,,333,121878,17640,4127,48446,,767,,3811,454,10932,1402,,,,,,
100288,01-JUN-15,31-MAY-16,As Submitted,ST MARYS MEDICAL CENTER                 ,901 45TH STREET                         ,,WEST PALM BEACH                         ,FL                                      ,33407                                   ,PALM BEACH                              ,,,,1757363,,,.452,,,374,136884,9214,27233,93031,,1265,,1743,2537,16174,4300,398,,86,21,1814,538
100289,01-JAN-15,31-DEC-15,Amended,CCF HOSPITAL - WESTON                   ,3100 WESTON ROAD                        ,,WESTON                                  ,FL                                      ,33331-                                  ,BROWARD                                 ,4605196,,,,,,,1199602,410460,155,56575,14988,409,45549,76.08,1176.03,,3160,63,10503,,,,,,,
100290,01-JUL-15,30-JUN-16,As Submitted,THE VILLAGES REGIONAL HOSPITAL          ,1451 EL CAMINO REAL                     ,,THE VILLAGES                            ,FL                                      ,32159-0041                              ,SUMTER                                  ,,,,,,,,,,277,101382,39471,780,65234,,905.42,,8663,134,14423,307,,,,,,
100291,01-OCT-14,30-SEP-15,As Submitted,WUESTHOFF MEDICAL CENTER - MELBOURNE    ,205 NORTH WICKHAM ROAD                  ,,MELBOURNE                               ,FL                                      ,32940                                   ,BREVARD                                 ,,,,124095,,,.0469,,,113,41245,6330,434,16847,,354,,1289,378,3670,,,,,,,
100292,01-JUL-15,30-JUN-16,As Submitted,SACRED HEART HOSPITAL ON THE EMERALD    ,7800 US HIGHWAY 98 WEST                 ,,DESTIN                                  ,FL                                      ,32550-                                  ,WALTON                                  ,,,,347275,,,.0907,,,50,18300,5653,1879,14306,,438.13,,1827,190,6359,717,,,,,,
100296,01-OCT-14,30-SEP-15,Amended,DOCTORS HOSPITAL                        ,5000 UNIVERSITY DRIVE                   ,,CORAL GABLES                            ,FL                                      ,33146                                   ,MIAMI-DADE                              ,,,,651429,,,.1803,,,46,102565,10749,1307,30579,,896.55,,1926,86,6384,393,,,,,,
100298,01-JUL-15,30-JUN-16,As Submitted,FLORIDA STATE HOSPITAL                  ,MAIN STREET                             ,1000                                    ,CHATTACHOOCHEE                          ,FL                                      ,32324                                   ,GADSDEN                                 ,,,,,,,,,,24,8784,,,1048,,52,,,,,,,,5,,10,
100299,01-JAN-15,31-DEC-15,As Submitted,LAKEWOOD RANCH MEDICAL CENTER           ,8330 LAKEWOOD RANCH BOULEVARD           ,,BRADENTON                               ,FL                                      ,34202                                   ,MANATEE                                 ,,,,,,,,,,140,51100,8251,536,19995,,431.64,,1994,120,5926,,,,,,,
100302,01-JAN-15,31-DEC-15,As Submitted,ST. CLOUD REGIONAL MEDICAL CENTER       ,2906 17TH STREET                        ,,ST. CLOUD                               ,FL                                      ,34769                                   ,OSCEOLA                                 ,,,,107281,,,.0485,,,84,30660,6631,527,16644,,298.9,,1283,374,3726,,,,,,,
100307,01-JUL-15,30-JUN-16,As Submitted,ST. VINCENTS MEDICAL CENTER SOUTHSID    ,4201 BELFORT ROAD                       ,,JACKSONVILLE                            ,FL                                      ,32216                                   ,DUVAL                                   ,,,,644456,,,.089,,,275,100650,13121,2050,43285,,760.3,,3202,221,11827,1145,,,,,,
100313,01-JUL-15,30-JUN-16,As Submitted,SACRED HEART HOSPITAL ON THE GULF       ,3801 EAST HIGHWAY 98                    ,,PORT SAINT JOE                          ,FL                                      ,32456-                                  ,GULF                                    ,,,,10090,,,.0455,,,19,6954,880,13,1450,,104.89,,185,7,435,36,,,,,,
100314,01-OCT-14,30-SEP-15,Amended,WEST KENDALL BAPTIST HOSPITAL           ,9555 S.W. 162 AVENUE                    ,,MIAMI                                   ,FL                                      ,33196                                   ,MIAMI-DADE                              ,477330,,,871386,,,.313,301660,98516,133,48545,6923,2437,32547,8.74,1045.33,,1420,664,8415,1531,,,,,,
100315,01-OCT-14,30-SEP-15,As Submitted,VIERA HOSPITAL INC                      ,8745 WICKHAM ROAD                       ,,VIERA                                   ,FL                                      ,32940                                   ,BREVARD                                 ,,,,,,,,,,84,30660,6929,262,14660,,351.89,,1816,97,4129,83,,,,,,
100316,01-OCT-14,30-SEP-15,As Submitted,PALM BAY HOSPITAL                       ,1425 MALABAR ROAD NE                    ,,PALM BAY                                ,FL                                      ,32907                                   ,BREVARD                                 ,,,,150263,,,.0366,,,152,55480,10833,867,25228,,472,,2404,326,5922,370,,,,,,
100319,01-JAN-15,31-DEC-15,As Submitted,FLORIDA HOSPITAL WESLEY CHAPEL          ,2600 BRUCE B DOWNS BLVD                 ,,WESLEY CHAPEL                           ,FL                                      ,33544                                   ,,,,,139455,,,.045,,,83,30295,6102,730,21472,,610.51,,1492,114,5666,,,,,,,
100320,01-JUL-15,30-JUN-16,As Submitted,POINCIANA MEDICAL CENTER                ,325 CYPRESS PARKWAY                     ,,KISSIMMEE                               ,FL                                      ,34758                                   ,OSCEOLA                                 ,,,,124910,,,.12,,,76,20364,2505,506,8843,,247.53,,699,121,2730,315,,,,,,
100321,01-JUL-15,30-JUN-16,As Submitted,ST. VINCENTS MEDICAL CENTER-CLAY        ,1670 ST. VINCENTS WAY                   ,,MIDDLEBURG                              ,FL                                      ,32068                                   ,DUVAL                                   ,,,,,,,,,,64,23424,8154,529,20466,,407.9,,2237,142,5830,324,,,,,,
100324,26-JAN-15,31-AUG-15,As Submitted,PROMISE HOSPITAL OF FORT MYERS          ,3050 CHAMPION RING ROAD                 ,,FORT MYERS                              ,FL                                      ,33905                                   ,LEE COUNTY                              ,,,,,,,,,,60,13080,822,,982,,41.27,,30,,38,,,,,,,
100325,29-APR-15,30-NOV-15,As Submitted,SSH - DAYTONA BEACH                     ,301 MEMORIAL MEDICAL PKWY  11TH FL      ,,DAYTONA BEACH                           ,FL                                      ,32117                                   ,VOLUSIA                                 ,,,,,,,,,,34,7344,965,,2041,,31.91,,42,,71,,,,,,,
100326,11-SEP-15,31-MAR-16,As Submitted,PROMISE HOSPITAL OF MIAMI               ,14001 NW 82ND AVENUE                    ,,MIAMI LAKES                             ,FL                                      ,33016                                   ,MIAMI-DADE                              ,,,,,,,,,,60,12180,1529,,2425,,77.94,,57,,87,,,,,,,
100327,30-SEP-15,31-MAR-16,As Submitted,LANDMARK HOSPITAL OF SOUTHWEST FLORI    ,1285 CREEKSIDE BLVD EAST                ,,NAPLES                                  ,FL                                      ,34108                                   ,,,,,,,,,,,50,9200,497,,710,,34.3,,18,,28,,,,,,,
101300,01-JAN-15,31-DEC-15,As Submitted,FLA HOSPT. WAUCHULA CRITICAL ACCESS     ,533 WEST CARLETON STREET                ,2155                                    ,WAUCHULA                                ,FL                                      ,33873-                                  ,HARDEE                                  ,,,,,,,,,,25,9125,6062,20,7558,,103.29,,173,7,282,,,,,,,
101301,01-JUL-15,30-JUN-16,As Submitted,LIVE OAK SHANDS                         ,1100 SW 11TH STREET                     ,,LIVE OAK                                ,FL                                      ,32060                                   ,SUWANNEE                                ,,,,,,,,,,25,9150,2212,73,3689,,121.67,,627,29,1133,113,,,,,,
101302,01-OCT-14,30-SEP-15,Settled,CAMPBELLTON-GRACEVILLE HOSPITAL         ,5429 COLLEGE DRIVE                      ,,GRACEVILLE                              ,FL                                      ,32440-                                  ,JACKSON                                 ,,,,,,,,,,25,9125,1647,,1922,,73.74,,59,,78,2,,,,,,
101303,01-JAN-15,31-DEC-15,Amended,LAKE BUTLER HOSPITAL                    ,850 EAST MAIN STREET                    ,,LAKE BUTLER                             ,FL                                      ,32054                                   ,UNION                                   ,,,,,,,,,,25,9125,1680,,1900,,81.4,,15,,31,,,,,,,
101304,01-JAN-15,31-DEC-15,As Submitted,CALHOUN-LIBERTY HOSPITAL ASSN           ,20370 BURNS AVENUE                      ,,BLOUNTSTOWN                             ,FL                                      ,32424                                   ,CALHOUN                                 ,,,,,,,,,,15,5475,2515,110,4096,,107.76,,229,23,474,,,,,,,
101305,01-OCT-14,30-SEP-15,Settled,GEORGE E WEEMS MEMORIAL HOSP            ,135 AVENUE G                            ,,APALACHICOLA                            ,FL                                      ,32320                                   ,FRANKLIN                                ,,,,,,,,,,25,9125,436,70,1025,,95.17,,120,2,223,,,,,,,
101307,01-OCT-14,30-SEP-15,Settled,DOCTORS MEMORIAL HOSPITAL               ,401 EAST BYRD AVENUE                    ,,ONIFAY                                  ,FL                                      ,32425-                                  ,HOLMES                                  ,,,,,,,,,,20,7300,2794,54,3714,,113.79,,322,21,564,,,,,,,
101308,01-JAN-15,31-DEC-15,As Submitted,NORTHWEST FLORIDA COMMUNITY HOSPITAL    ,1360 BRICKYARD RD                       ,889                                     ,CHIPLEY                                 ,FL                                      ,32428-0889                              ,WASHINGTON                              ,,,,,,,,,,25,9125,2719,268,3476,,144.78,,378,62,582,,,,,,,
101309,01-OCT-14,30-SEP-15,As Submitted,HENDRY REGIONAL MEDICAL CENTER          ,524  SAGAMORE  AVENUE                   ,,CLEWISTON                               ,FL                                      ,33440                                   ,HENDRY                                  ,,,,,,,,,,25,9125,1202,91,2444,,184.9,,332,28,809,99,,,,,,
101310,01-JUL-15,30-JUN-16,As Submitted,SHANDS STARKE                           ,922 CALL STREET                         ,,STARKE                                  ,FL                                      ,32091                                   ,BRADFORD                                ,,,,,,,,,,25,9150,2818,157,5229,,148.14,,743,48,1477,114,,,,,,
101311,01-OCT-14,30-SEP-15,Amended,MADISON CTY MEMORIAL HOSPITAL           ,301  N  E  MARION  STREET               ,,MADISON                                 ,FL                                      ,32340                                   ,MADISON                                 ,,,,,,,,,,25,9125,4189,10,5487,,92.4,,254,4,443,,,,,,,
101312,01-JUL-15,30-JUN-16,As Submitted,FISHERMENS HOSPITAL                     ,3301  OVERSEAS HIGHWAY                  ,,MARATHON                                ,FL                                      ,33050                                   ,MONROE                                  ,,,,,,,,,,25,9150,764,30,1504,,163.75,,235,8,501,,,,,,,
101313,01-OCT-14,30-SEP-15,As Submitted,MARINERS HOSPITAL                       ,91500 OVERSEAS HIGHWAY                  ,,TAVERNIER                               ,FL                                      ,33070                                   ,MONROE                                  ,,,,,,,,,,25,9125,1421,49,2474,,208.92,,297,10,587,14,,,,,,
101993,01-OCT-14,30-SEP-15,As Submitted,DAYSTAR  INC                            ,3800 FLAMINGO ROAD                      ,,DAVIE                                   ,FL                                      ,33330                                   ,BROWARD                                 ,,,,,,,,,,3,1095,510,,962,,11,,13,,18,,,,,,,
102001,01-SEP-15,31-AUG-16,As Submitted,SSH - MIAMI                             ,955 NW 3RD STREET                       ,,MIAMI                                   ,FL                                      ,33128                                   ,MIAMI-DADE                              ,,,,,,,,,,47,17202,8884,37,15181,,146.73,,356,1,505,,,,,,,
102003,01-JAN-15,31-DEC-15,Amended,SSH -ORLANDO                            ,2250 BEDFORD ROAD                       ,,ORLANDO                                 ,FL                                      ,32803                                   ,ORANGE                                  ,,,,,,,,,,80,29200,11462,300,21444,,243.51,,392,3,709,13,,,,,,
